
CPU utilization for five seconds: 4%/0%; one minute: 3%; five minutes: 2%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4215           10         6      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        33      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4249         1070     31626      0   0.00%   0.01%  0.00%   -    ntpd
 4959         9780      4208      2   0.00%   0.00%  0.00%   -    vlan_mgr
 4963          110      7105      0   0.00%   0.00%  0.00%   -    rpm
 4965          340      5814      0   0.00%   0.00%  0.00%   -    pltfm_config
 4967          270      5269      0   0.00%   0.00%  0.00%   -    plsm
 4968          270      5240      0   0.00%   0.00%  0.00%   -    plcmgr
 4971          280      5279      0   0.00%   0.00%  0.00%   -    pixmc
 4974          900      2266      0   0.00%   0.00%  0.00%   -    pfstat
 4978         3050     75632      0   0.00%   0.02%  0.02%   -    mtm
 4986          330      5450      0   0.00%   0.00%  0.00%   -    lim
 4989          390      6282      0   0.00%   0.00%  0.00%   -    l2sfe
 4992          880     17237      0   0.00%   0.01%  0.01%   -    l2rib
 4995          250      5306      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5000          120      3285      0   0.00%   0.00%  0.00%   -    igmp
 5003          310      3414      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5006          220      2252      0   0.00%   0.00%  0.00%   -    eltm
 5011          440      5617      0   0.00%   0.00%  0.00%   -    elo_io
 5012           90   1598524      0   0.19%   0.20%  0.20%   -    ecp
 5017          110        30      3   0.00%   0.00%  0.00%   -    dftm
 5023          760     15480      0   0.00%   0.00%  0.00%   -    bfdc
 5028          150      1004      0   0.00%   0.00%  0.00%   -    adbm
 5039          260      3279      0   0.00%   0.00%  0.00%   -    l2fm
 5091          980      8410      0   0.00%   0.00%  0.00%   -    ethpm
 5130         4400     89797      0   0.19%   0.03%  0.03%   -    stp
 5533          380       587      0   0.00%   0.00%  0.00%   -    copp
 5907          180      2835      0   0.00%   0.00%  0.00%   -    u2
 5908          160       476      0   0.00%   0.00%  0.00%   -    spm
 5909          260      5324      0   0.00%   0.00%  0.00%   -    sal
 5910          140     41767      0   0.00%   0.01%  0.01%   -    mrib
 5911          250      2680      0   0.00%   0.00%  0.00%   -    mfdm
 5912          270      5239      0   0.00%   0.00%  0.00%   -    mcm
 5913          130     56236      0   0.00%   0.01%  0.01%   -    m6rib
 5914         3400     20305      0   0.00%   0.01%  0.02%   -    l2pt
 5916          380      5596      0   0.00%   0.01%  0.00%   -    ufdm
 5918          160      1283      0   0.00%   0.00%  0.00%   -    m2rib
 5922          130      1562      0   0.00%   0.00%  0.00%   -    mcastfwd
 6023           30        37      0   0.00%   0.00%  0.00%   S0    login
 6025          980     14345      0   0.19%   0.01%  0.00%   -    gettylogin1
 6029           10         5      2   0.00%   0.00%  0.00%   -    sh
 6037           20        51      0   0.00%   0.00%  0.00%   -    libvirtd
 8477          540     15103      0   0.00%   0.00%  0.00%   S0    vsh
 8535          200      1565      0   0.00%   0.00%  0.00%   -    interface-vlan
 8538          860      6192      0   0.00%   0.00%  0.00%   -    lldp
28607            0         2      0   0.00%   0.00%  0.00%   S1    getty
