
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1117     72 8000000a            1
 Router    10.1.254.2      10.1.254.2       268     48 8000000b            1
 Network   10.1.110.252    10.1.254.2       265     32 80000007            0
 Network   10.1.120.252    10.1.254.2      1100     32 80000006            0
 Sum-Net   10.1.10.0       10.1.254.1       253     28 80000007            1
 Sum-Net   10.1.10.0       10.1.254.2      1315     28 80000006            1
 Sum-Net   10.1.10.254     10.1.254.1      1102     28 80000007            1
 Sum-Net   10.1.10.254     10.1.254.2      1186     28 80000006            2
 Sum-Net   10.1.20.0       10.1.254.1       253     28 80000007            1
 Sum-Net   10.1.20.0       10.1.254.2      1198     28 80000007            1
 Sum-Net   10.1.20.254     10.1.254.1       236     28 80000007            1
 Sum-Net   10.1.20.254     10.1.254.2       287     28 80000007            2
 Sum-Net   10.1.30.0       10.1.254.1       400     28 80000007            1
 Sum-Net   10.1.30.0       10.1.254.2       310     28 80000007            1
 Sum-Net   10.1.30.254     10.1.254.1       994     28 80000007            2
 Sum-Net   10.1.30.254     10.1.254.2       420     28 80000007            1
 Sum-Net   10.1.40.0       10.1.254.1      1127     28 80000006            1
 Sum-Net   10.1.40.0       10.1.254.2       218     28 80000007            1
 Sum-Net   10.1.40.254     10.1.254.1       221     28 80000007            2
 Sum-Net   10.1.40.254     10.1.254.2      1180     28 80000007            1
 Sum-Net   10.1.50.0       10.1.254.1        90     28 80000008            3
 Sum-Net   10.1.50.0       10.1.254.2      1752     28 80000007            3
 Sum-Net   10.1.60.0       10.1.254.1        86     28 80000008            3
 Sum-Net   10.1.60.0       10.1.254.2      1067     28 80000007            3
 Sum-Net   10.1.200.0      10.1.254.1       357     28 80000007            1
 Sum-Net   10.1.200.0      10.1.254.2       806     28 80000007            2
 Sum-Net   10.1.200.4      10.1.254.1      1218     28 80000006            1
 Sum-Net   10.1.200.4      10.1.254.2       967     28 80000007            3
 Sum-Net   10.1.200.8      10.1.254.1       863     28 80000007            2
 Sum-Net   10.1.200.8      10.1.254.2      1103     28 80000007            1
 Sum-Net   10.1.200.12     10.1.254.1        75     28 80000008            3
 Sum-Net   10.1.200.12     10.1.254.2       186     28 80000007            1
 Sum-Net   10.1.200.16     10.1.254.1       828     28 80000007            2
 Sum-Net   10.1.200.16     10.1.254.2       827     28 80000007            2
 Sum-Net   10.1.200.24     10.1.254.1      1721     28 80000007            2
 Sum-Net   10.1.200.24     10.1.254.2        98     28 80000008            2
 Sum-Net   10.1.254.6      10.1.254.1        59     28 80000008            3
 Sum-Net   10.1.254.6      10.1.254.2       857     28 80000008            3
 Sum-Asbr  10.1.254.6      10.1.254.1        62     28 80000008            2
 Sum-Asbr  10.1.254.6      10.1.254.2       968     28 80000007            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1891     36 80000006            1
 External  10.2.10.0       10.1.254.6      1891     36 80000006            1
 External  10.2.20.0       10.1.254.6      1891     36 80000006            1
 External  10.2.30.0       10.1.254.6      1891     36 80000006            1
 External  10.3.10.0       10.1.254.6      1891     36 80000006            1
 External  10.3.20.0       10.1.254.6      1891     36 80000006            1
 External  10.3.30.0       10.1.254.6      1891     36 80000006            1
