
CPU utilization for five seconds: 0%/0%; one minute: 3%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4251         2610    127647      0   0.00%   0.00%  0.00%   -    ntpd
 4969         9220      9758      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4973          110     26475      0   0.00%   0.00%  0.00%   -    rpm
 4977          750     22107      0   0.00%   0.00%  0.00%   -    pltfm_config
 4979          460     20209      0   0.00%   0.00%  0.00%   -    plsm
 4980          480     19699      0   0.00%   0.00%  0.00%   -    plcmgr
 4983          480     20174      0   0.00%   0.00%  0.00%   -    pixmc
 4984         3070      8766      0   0.00%   0.01%  0.00%   -    pfstat
 4990         9180    304947      0   0.00%   0.02%  0.01%   -    mtm
 4996          540     20142      0   0.00%   0.01%  0.00%   -    lim
 5001          950     24265      0   0.00%   0.01%  0.00%   -    l2sfe
 5002         2550     69032      0   0.00%   0.01%  0.01%   -    l2rib
 5005          460     20207      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5008          110      5051      0   0.00%   0.00%  0.00%   -    igmp
 5013          480     10373      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5014          270      7179      0   0.00%   0.00%  0.00%   -    eltm
 5019         1010     21013      0   0.00%   0.00%  0.00%   -    elo_io
 5022           90   6450878      0   0.00%   0.07%  0.07%   -    ecp
 5025          100        35      2   0.00%   0.00%  0.00%   -    dftm
 5031         1830     60411      0   0.00%   0.01%  0.00%   -    bfdc
 5036          180      3434      0   0.00%   0.00%  0.00%   -    adbm
 5042          400     10764      0   0.00%   0.00%  0.00%   -    l2fm
 5094         1110     23426      0   0.00%   0.00%  0.00%   -    ethpm
 5132         9700    350527      0   0.00%   0.02%  0.01%   -    stp
 5521          970      1840      0   0.00%   0.00%  0.00%   -    copp
 5907          280     10365      0   0.00%   0.00%  0.00%   -    u2
 5908          170      1508      0   0.00%   0.00%  0.00%   -    spm
 5909          470     20079      0   0.00%   0.00%  0.00%   -    sal
 5910          130    167824      0   0.00%   0.01%  0.01%   -    mrib
 5911          510     10423      0   0.00%   0.00%  0.00%   -    mfdm
 5912          470     19852      0   0.00%   0.00%  0.00%   -    mcm
 5913          120    225911      0   0.19%   0.02%  0.01%   -    m6rib
 5914        10780     78841      0   0.00%   0.01%  0.01%   -    l2pt
 5917          680     20320      0   0.00%   0.00%  0.00%   -    ufdm
 5920          210      4635      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      3388      0   0.00%   0.00%  0.00%   -    mcastfwd
 6037         3670     57916      0   0.00%   0.00%  0.00%   -    gettylogin1
 6041           10         5      2   0.00%   0.00%  0.00%   -    sh
 6049           20        43      0   0.00%   0.00%  0.00%   -    libvirtd
 8635          220      4785      0   0.00%   0.00%  0.00%   -    interface-vlan
 8637         1990     16137      0   0.00%   0.00%  0.00%   -    lldp
25306          140       129      1   0.00%   0.00%  0.00%   S0    vsh
25359            0         2      0   0.00%   0.00%  0.00%   S1    getty
