
PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
 4022   3174400  0           54710272    ffada910/ffffffff  cert_enroll
 4023   1859584  0           48283648    fff553b0/ffffffff  aaa
 4025    610304  0           7618560     ffe55970/ffffffff  dhcpd
 4026   8962048  386315353   58851328    ffd5a440/ffffffff  l3vm
 4028   9363456  770412723   177979392   ffe1e4b0/ffffffff  urib
 4032   7806976  989670809   61308928    ffb40300/ffffffff  aclmgr
 4036  14049280  0           62214144    ffa829a0/ffffffff  ori_fwd
 4039  16306176  129298188   60817408    ffa015d0/ffffffff  port_client
 4042   3743744  115493875   53391360    ff8c90b0/ffffffff  statsclient
 4046  12283904  279505318   74067968    ff931e80/ffffffff  snmpd
 4048   2719744  378538688   48078848    ff90f010/ffffffff  eem_policy_dir
 4053   4239360  411857600   80097280    ff850d10/ffffffff  npacl
 4059  22167552  499202342   224190464   ffe28c20/ffffffff  adjmgr
 4061   7204864  486369984   197992448   ff826690/ffffffff  u6rib
 4071   2363392  153411315   47562752    ffc9ce60/ffffffff  ExceptionLog
 4075   1822720  150757516   49930240    ff9ba980/ffffffff  bootvar
 4080   7905280  131413990   60841984    ffdecf50/ffffffff  ifmgr
 4082   3149824  0           49721344    ff9897b0/ffffffff  tcap
 4085   5517312  222329113   55918592    fffac300/ffffffff  callhome
 4098  54947840  622290828   300498944   ff908de0/ffffffff  arp
 4103   8937472  495088320   235565056   ff88a910/ffffffff  icmpv6
 4132  15695872  383801228   83431424    ff8eedf0/ffffffff  l2fwd
 4135  18079744  447208537   131846144   ffd1c5a0/ffffffff  pktmgr
 4163  46174208  728239180   335470592   ffbf3c50/ffffffff  netstack
 4200   3252224  345193824   169746432   ffb431e0/ffffffff  radius
 4204   3080192  319045504   170541056   ffed1260/ffffffff  cdp
 4206  11227136  444699059   59813888    ffbe4450/ffffffff  cfs
 4209    417792  103569382   23822336    ffb95670/ffffffff  ip_dummy
 4210    417792  103569382   23822336    ffa79a30/ffffffff  ipv6_dummy
 4213   3248128  382422515   50860032    ffaa6d50/ffffffff  ntp
 4214   3821568  481815232   210722816   ffb45a90/ffffffff  otm
 4215    417792  103569382   23822336    ffbe44b0/ffffffff  tcpudp_dummy
 4223   2056192  196164812   43098112    ff93adf0/ffffffff  dcos-xinetd
 4249   1519616  0           42655744    ffa92060/ffffffff  ntpd
 4959  45924352  176498009   103755776   ffc875b0/ffffffff  vlan_mgr
 4963   8593408  499215859   231473152   ffa78790/ffffffff  rpm
 4965   2863104  139198329   53444608    ffd98d70/ffffffff  pltfm_config
 4967   4980736  199220736   53538816    ff84aa50/ffffffff  plsm
 4968   6184960  386180185   57331712    ffca5000/ffffffff  plcmgr
 4971  21864448  142504102   70811648    fffa9860/ffffffff  pixmc
 4974   4390912  387671539   54460416    fff4bce0/ffffffff  pfstat
 4978   4771840  169681036   58208256    ffdb2e00/ffffffff  mtm
 4986  73326592  350644236   124301312   ffa33f00/ffffffff  lim
 4989   4210688  121779187   52752384    ffc0df10/ffffffff  l2sfe
 4992  11866112  422846054   87916544    ff987aa0/ffffffff  l2rib
 4995   4685824  121783692   51150848    ffd01e60/ffffffff  l2fm_ut
 5000  21073920  734872409   261033984   ffa90d00/ffffffff  igmp
 5003   5799936  128829113   57974784    ffb14f50/ffffffff  eth_port_channel
 5006  13135872  145794528   65298432    ffe85630/ffffffff  eltm
 5011   2334720  121062796   49795072    fff98bb0/ffffffff  elo_io
 5012   3178496  384179699   51810304    ffaa39e0/ffffffff  ecp
 5017   7467008  0           57757696    fff738e0/ffffffff  dftm
 5023  28839936  191482368   78422016    ffe90c30/ffffffff  bfdc
 5028   3198976  337312307   56311808    ffd0c4c0/ffffffff  adbm
 5039  11149312  395223558   80281600    fff243e0/ffffffff  l2fm
 5091  12787712  255156800   230141952   ff9d2220/ffffffff  ethpm
 5130   8982528  388333721   111505408   fff77810/ffffffff  stp
 5533   5341184  339610163   59682816    ffc4f560/ffffffff  copp
 5907   2740224  122184691   50741248    ffb8a220/ffffffff  u2
 5908   6230016  773496064   56053760    ffaca5b0/ffffffff  spm
 5909   2867200  485113331   188772352   ffd92240/ffffffff  sal
 5910  18501632  610554022   256774144   ffbf88b0/ffffffff  mrib
 5911  10092544  499649497   64000000    ff97d530/ffffffff  mfdm
 5912   3018752  122081062   55160832    ffa9b960/ffffffff  mcm
 5913   7073792  489208921   226971648   ffec1df0/ffffffff  m6rib
 5914   3112960  384873561   53415936    ff9bfe30/ffffffff  l2pt
 5916  23916544  407225843   101900288   ffeba6d0/ffffffff  ufdm
 5918  10727424  525208921   61087744    ffff5e80/ffffffff  m2rib
 5922   8728576  441899980   238886912   ffad0520/ffffffff  mcastfwd
 6023    802816  419430400   10792960    ffc0b5c0/ffffffff  login
 6025    192512  0           2953216     ffe0b1d0/ffffffff  gettylogin1
 6029    196608  0           2957312     ffef0200/ffffffff  sh
 6037  13033472  0           18337792    ff8cc2e0/ffffffff  libvirtd
 8477   2809856  419430400   101236736   ffbb0d70/ffffffff  vsh
 8535   4980736  167892313   56926208    ffd8f330/ffffffff  interface-vlan
 8538  19189760  180266521   73478144    ff88baa0/ffffffff  lldp
28607    176128  0           1810432     ffcb1a90/ffffffff  getty

All processes: MemAlloc = 1016500224
