
CPU utilization for five seconds: 0%/0%; one minute: 1%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4020          530      8821      0   0.00%   0.00%  0.00%   -    ascii-cfg
 4021         1250     70060      0   0.00%   0.00%  0.00%   -    securityd
 4022          940     69997      0   0.00%   0.00%  0.00%   -    cert_enroll
 4023         1110     71442      0   0.00%   0.00%  0.00%   -    aaa
 4025            0         1      0   0.00%   0.00%  0.00%   -    dhcpd
 4026           70      4607      0   0.00%   0.00%  0.00%   -    l3vm
 4028           80     74263      0   0.00%   0.00%  0.00%   -    urib
 4034         1020      1827      0   0.00%   0.00%  0.00%   -    aclmgr
 4037        82640   3705193      0   0.19%   0.12%  0.11%   -    ori_fwd
 4040        91500     71704      1   0.00%   0.11%  0.12%   -    port_client
 4044        31600     24719      1   0.00%   0.00%  0.00%   -    statsclient
 4045          450     22079      0   0.00%   0.00%  0.00%   -    eem_policy_dir
 4047         3840    765569      0   0.00%   0.01%  0.02%   -    snmpd
 4054          120      3811      0   0.00%   0.00%  0.00%   -    npacl
 4060           80   5580378      0   0.00%   0.05%  0.06%   -    adjmgr
 4062           70     16032      0   0.00%   0.00%  0.00%   -    u6rib
 4070          160        33      4   0.00%   0.00%  0.00%   -    ExceptionLog
 4072         1870     35369      0   0.00%   0.00%  0.00%   -    bootvar
 4076          550     11490      0   0.00%   0.00%  0.00%   -    ifmgr
 4079          330     11638      0   0.00%   0.00%  0.00%   -    tcap
 4083         1420     74802      0   0.00%   0.00%  0.00%   -    callhome
 4104          160     76062      0   0.00%   0.00%  0.00%   -    arp
 4109           70      4571      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          130    483968      0   0.00%   0.03%  0.03%   -    l2fwd
 4132          100    405582      0   0.00%   0.01%  0.01%   -    pktmgr
 4159          150   1015212      0   0.00%   0.03%  0.04%   -    netstack
 4198         1710     70040      0   0.00%   0.00%  0.00%   -    radius
 4201          880     22173      0   0.00%   0.00%  0.00%   -    cdp
 4204          670     23790      0   0.00%   0.00%  0.00%   -    cfs
 4209           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4210           10         7      1   0.00%   0.00%  0.00%   -    ipv6_dummy
 4211          380      4393      0   0.00%   0.00%  0.00%   -    ntp
 4214          500     22643      0   0.00%   0.00%  0.00%   -    otm
 4215           10         6      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        31      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4251         2840    139438      0   0.00%   0.00%  0.00%   -    ntpd
 4969         9230     10471      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4973          110     28857      0   0.00%   0.00%  0.00%   -    rpm
 4977          810     24129      0   0.00%   0.00%  0.00%   -    pltfm_config
 4979          500     22087      0   0.00%   0.00%  0.00%   -    plsm
 4980          520     21564      0   0.00%   0.00%  0.00%   -    plcmgr
 4983          510     22076      0   0.00%   0.00%  0.00%   -    pixmc
 4984         3340      9574      0   0.00%   0.00%  0.00%   -    pfstat
 4990        10020    333034      0   0.00%   0.01%  0.01%   -    mtm
 4996          570     22029      0   0.00%   0.00%  0.00%   -    lim
 5001         1030     26515      0   0.00%   0.00%  0.00%   -    l2sfe
 5002         2780     75398      0   0.00%   0.00%  0.01%   -    l2rib
 5005          490     22114      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5008          110      5275      0   0.00%   0.00%  0.00%   -    igmp
 5013          510     11235      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5014          280      7788      0   0.00%   0.00%  0.00%   -    eltm
 5019         1100     22952      0   0.00%   0.00%  0.00%   -    elo_io
 5022           90   7047349      0   0.19%   0.07%  0.07%   -    ecp
 5025          100        37      2   0.00%   0.00%  0.00%   -    dftm
 5031         1990     65985      0   0.00%   0.01%  0.00%   -    bfdc
 5036          180      3742      0   0.00%   0.00%  0.00%   -    adbm
 5042          430     11680      0   0.00%   0.00%  0.00%   -    l2fm
 5094         1230     26143      0   0.00%   0.00%  0.00%   -    ethpm
 5132        10610    383025      0   0.00%   0.01%  0.01%   -    stp
 5521         1060      2001      0   0.00%   0.00%  0.00%   -    copp
 5907          290     11323      0   0.00%   0.00%  0.00%   -    u2
 5908          180      1647      0   0.00%   0.00%  0.00%   -    spm
 5909          510     21937      0   0.00%   0.00%  0.00%   -    sal
 5910          130    183269      0   0.00%   0.01%  0.00%   -    mrib
 5911          550     11396      0   0.00%   0.00%  0.00%   -    mfdm
 5912          500     21755      0   0.00%   0.00%  0.00%   -    mcm
 5913          120    246784      0   0.00%   0.01%  0.01%   -    m6rib
 5914        11790     85894      0   0.00%   0.02%  0.01%   -    l2pt
 5917          730     22142      0   0.00%   0.00%  0.00%   -    ufdm
 5920          220      5054      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      3611      0   0.00%   0.00%  0.00%   -    mcastfwd
 6037         4020     63262      0   0.00%   0.01%  0.00%   -    gettylogin1
 6041           10         5      2   0.00%   0.00%  0.00%   -    sh
 6049           20        43      0   0.00%   0.00%  0.00%   -    libvirtd
 8635          230      5220      0   0.00%   0.00%  0.00%   -    interface-vlan
 8637         2140     17188      0   0.00%   0.00%  0.00%   -    lldp
25306          620      6440      0   0.00%   0.00%  0.00%   S0    vsh
