
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.200.24     10.1.254.2      1417     28 80000032            2
 Sum-Net   10.1.200.28     10.1.254.1      1593     28 80000031            3
 Sum-Net   10.1.200.28     10.1.254.2      1044     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.1      1091     28 8000002f            3
 Sum-Net   10.1.254.6      10.1.254.2      1320     28 8000002f            3
 Sum-Asbr  10.1.254.6      10.1.254.1       301     28 80000030            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1413     28 8000002f            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1578     48 80000034            1
 Router    10.1.254.2      10.1.254.2      1545     72 80000034            1
 Network   10.1.110.252    10.1.254.2      1664     32 8000002e            0
 Network   10.1.120.252    10.1.254.2      1181     32 8000002e            0
 Sum-Net   10.1.10.0       10.1.254.1      1310     28 8000002e            1
 Sum-Net   10.1.10.0       10.1.254.2      1586     28 8000002e            1
 Sum-Net   10.1.10.254     10.1.254.1      1485     28 80000030            2
 Sum-Net   10.1.10.254     10.1.254.2      1504     28 8000002f            1
 Sum-Net   10.1.20.0       10.1.254.1      1495     28 8000002e            1
 Sum-Net   10.1.20.0       10.1.254.2       209     28 8000002f            1
 Sum-Net   10.1.20.254     10.1.254.1      1637     28 80000030            2
 Sum-Net   10.1.20.254     10.1.254.2      1659     28 8000002f            1
 Sum-Net   10.1.30.0       10.1.254.1      1469     28 8000002e            1
 Sum-Net   10.1.30.0       10.1.254.2       902     28 8000002e            1
 Sum-Net   10.1.30.254     10.1.254.1      1102     28 8000002f            1
 Sum-Net   10.1.30.254     10.1.254.2      1096     28 80000030            2
 Sum-Net   10.1.40.0       10.1.254.1       120     28 8000002f            1
 Sum-Net   10.1.40.0       10.1.254.2      1232     28 8000002e            1
 Sum-Net   10.1.40.254     10.1.254.1      1132     28 8000002f            1
 Sum-Net   10.1.40.254     10.1.254.2      1163     28 80000030            2
 Sum-Net   10.1.50.0       10.1.254.1      1662     28 8000002f            3
 Sum-Net   10.1.50.0       10.1.254.2       978     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.1       134     28 80000030            3
 Sum-Net   10.1.60.0       10.1.254.2      1702     28 8000002f            3
 Sum-Net   10.1.200.0      10.1.254.1      1561     28 8000002e            1
 Sum-Net   10.1.200.0      10.1.254.2      1612     28 80000032            2
 Sum-Net   10.1.200.4      10.1.254.1      1683     28 8000002e            1
 Sum-Net   10.1.200.4      10.1.254.2      1445     28 80000032            3
 Sum-Net   10.1.200.8      10.1.254.1      1088     28 80000032            2
 Sum-Net   10.1.200.8      10.1.254.2      1715     28 8000002e            1
 Sum-Net   10.1.200.12     10.1.254.1       911     28 80000032            3
 Sum-Net   10.1.200.12     10.1.254.2      1377     28 8000002e            1
 Sum-Net   10.1.200.16     10.1.254.1      1626     28 80000030            2
 Sum-Net   10.1.200.16     10.1.254.2      1317     28 80000030            2
 Sum-Net   10.1.200.20     10.1.254.1      1266     28 80000030            3
 Sum-Net   10.1.200.20     10.1.254.2      1072     28 80000030            3
 Sum-Net   10.1.200.24     10.1.254.1      1275     28 80000032            2
 Sum-Net   10.1.200.24     10.1.254.2      1515     28 80000032            2
 Sum-Net   10.1.200.28     10.1.254.1       733     28 80000031            3
 Sum-Net   10.1.200.28     10.1.254.2      1145     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.1         4     28 80000030            3
 Sum-Net   10.1.254.6      10.1.254.2      1131     28 8000002f            3
 Sum-Asbr  10.1.254.6      10.1.254.1       845     28 8000002f            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1556     28 8000002f            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       442     36 80000029            1
 External  10.2.10.0       10.1.254.6       442     36 80000029            1
 External  10.2.20.0       10.1.254.6       442     36 80000029            1
 External  10.2.30.0       10.1.254.6       442     36 80000029            1
 External  10.3.10.0       10.1.254.6       442     36 80000029            1
 External  10.3.20.0       10.1.254.6       442     36 80000029            1
 External  10.3.30.0       10.1.254.6       442     36 80000029            1
