2026-06-16 06:32:42.320

	 OSPF Process 1 with Router ID 10.1.254.3
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.40.254     10.1.254.2        1775  28    800000F2       1

		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3         111  48    800005A9       1
 Router    10.1.254.5      10.1.254.5           5  96    80000102       1
 Router    10.1.254.4      10.1.254.4         114  48    800005B0    65500
 Sum-Net   10.1.254.6      10.1.254.3         111  28    80000592       2
 Sum-Net   10.1.254.6      10.1.254.4         114  28    80000590    65501
 Sum-Net   10.1.200.12     10.1.254.3         111  28    80000287       2
 Sum-Net   10.1.200.12     10.1.254.4          10  28    8000060A    65500
 Sum-Net   10.1.200.8      10.1.254.3         111  28    800002FD       1
 Sum-Net   10.1.200.8      10.1.254.4        1790  28    800008CE    65501
 Sum-Net   10.1.200.4      10.1.254.3         111  28    80000821       2
 Sum-Net   10.1.200.4      10.1.254.4          23  28    800007D7    65500
 Sum-Net   10.1.200.0      10.1.254.3         111  28    80000700       1
 Sum-Net   10.1.200.0      10.1.254.4         109  28    80000919    65502
 Sum-Net   10.1.200.20     10.1.254.3         111  28    80000592       2
 Sum-Net   10.1.200.20     10.1.254.4         114  28    800005AA    65500
 Sum-Net   10.1.200.16     10.1.254.3         111  28    800005A5       1
 Sum-Net   10.1.200.16     10.1.254.4         114  28    80000590    65501
 Sum-Net   10.1.10.0       10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.10.0       10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.10.254     10.1.254.3         111  28    8000007E       2
 Sum-Net   10.1.10.254     10.1.254.4           3  28    80000042    65501
 Sum-Net   10.1.20.0       10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.20.0       10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.20.254     10.1.254.3         111  28    8000006B       2
 Sum-Net   10.1.20.254     10.1.254.4           3  28    80000034    65502
 Sum-Net   10.1.110.0      10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.110.0      10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.110.254    10.1.254.3         111  28    80000062       2
 Sum-Net   10.1.110.254    10.1.254.4          23  28    80000031    65502
 Sum-Net   10.1.120.0      10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.120.0      10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.120.254    10.1.254.3         111  28    80000062       2
 Sum-Net   10.1.120.254    10.1.254.4          23  28    80000031    65502
 Sum-Net   10.1.30.0       10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.30.0       10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.30.254     10.1.254.3         111  28    80000071       2
 Sum-Net   10.1.30.254     10.1.254.4        1790  28    80000030    65501
 Sum-Net   10.1.40.0       10.1.254.3         111  28    80000046       2
 Sum-Net   10.1.40.0       10.1.254.4          77  28    80000022    65501
 Sum-Net   10.1.40.254     10.1.254.3         111  28    80000071       2
 Sum-Net   10.1.40.254     10.1.254.4        1790  28    8000002D    65501
 Sum-Asbr  10.1.254.6      10.1.254.3         111  28    80000592       1
 Sum-Asbr  10.1.254.6      10.1.254.4         114  28    80000590    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1466  36    800000D8       1
 External  10.3.10.0       10.1.254.6        1466  36    800000D8       1
 External  10.3.20.0       10.1.254.6        1466  36    800000D8       1
 External  10.3.30.0       10.1.254.6        1466  36    800000D8       1
 External  10.2.10.0       10.1.254.6        1466  36    800000D8       1
 External  10.2.20.0       10.1.254.6        1466  36    800000D8       1
 External  10.2.30.0       10.1.254.6        1466  36    800000D8       1
