2026-06-16 06:53:47.400

	 OSPF Process 1 with Router ID 10.1.254.3
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.200.12     10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.200.8      10.1.254.3        1222  28    80000028       1
 Sum-Net   10.1.200.8      10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.200.4      10.1.254.4        1225  28    80000027    65500
 Sum-Net   10.1.200.4      10.1.254.3        1222  28    80000028       2
 Sum-Net   10.1.200.0      10.1.254.3        1222  28    80000028       1
 Sum-Net   10.1.200.0      10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.200.20     10.1.254.4        1225  28    80000027    65500
 Sum-Net   10.1.200.20     10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.200.16     10.1.254.3        1222  28    80000026       1
 Sum-Net   10.1.200.16     10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.10.0       10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.10.0       10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.10.254     10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.10.254     10.1.254.3        1222  28    80000028       2
 Sum-Net   10.1.20.0       10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.20.0       10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.20.254     10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.20.254     10.1.254.3        1222  28    80000028       2
 Sum-Net   10.1.110.0      10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.110.0      10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.110.254    10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.110.254    10.1.254.3        1222  28    80000028       2
 Sum-Net   10.1.120.0      10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.120.0      10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.120.254    10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.120.254    10.1.254.3        1222  28    80000028       2
 Sum-Net   10.1.30.0       10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.30.0       10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.30.254     10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.30.254     10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.40.0       10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.40.0       10.1.254.3        1222  28    80000027       2
 Sum-Net   10.1.40.254     10.1.254.4        1225  28    80000027    65501
 Sum-Net   10.1.40.254     10.1.254.3        1222  28    80000027       2
 Sum-Asbr  10.1.254.6      10.1.254.3        1222  28    80000026       1
 Sum-Asbr  10.1.254.6      10.1.254.4        1225  28    80000026    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1773  36    80000021       1
 External  10.3.10.0       10.1.254.6        1773  36    80000021       1
 External  10.3.20.0       10.1.254.6        1773  36    80000021       1
 External  10.3.30.0       10.1.254.6        1773  36    80000021       1
 External  10.2.10.0       10.1.254.6        1773  36    80000021       1
 External  10.2.20.0       10.1.254.6        1773  36    80000021       1
 External  10.2.30.0       10.1.254.6        1773  36    80000021       1
