2026-06-16 06:33:23.600

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.200.20     10.1.254.3          24  28    80000593    65501
 Sum-Net   10.1.200.16     10.1.254.3          24  28    800005A6    65500
 Sum-Net   10.1.200.16     10.1.254.4          22  28    80000591       2
 Sum-Net   10.1.10.0       10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.10.0       10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.10.254     10.1.254.3           7  28    80000080    65503
 Sum-Net   10.1.10.254     10.1.254.4          21  28    80000045       2
 Sum-Net   10.1.20.0       10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.20.0       10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.20.254     10.1.254.3           7  28    8000006D    65503
 Sum-Net   10.1.20.254     10.1.254.4          21  28    80000036       2
 Sum-Net   10.1.110.0      10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.110.0      10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.110.254    10.1.254.3           7  28    80000064    65503
 Sum-Net   10.1.110.254    10.1.254.4          21  28    80000033       2
 Sum-Net   10.1.120.0      10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.120.0      10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.120.254    10.1.254.3           7  28    80000064    65503
 Sum-Net   10.1.120.254    10.1.254.4          21  28    80000033       2
 Sum-Net   10.1.30.0       10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.30.0       10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.30.254     10.1.254.3           7  28    80000074    65503
 Sum-Net   10.1.30.254     10.1.254.4          22  28    80000032       2
 Sum-Net   10.1.40.0       10.1.254.3           7  28    80000048    65503
 Sum-Net   10.1.40.0       10.1.254.4          22  28    80000023       2
 Sum-Net   10.1.40.254     10.1.254.3           7  28    80000074    65503
 Sum-Net   10.1.40.254     10.1.254.4          22  28    8000002F       2
 Sum-Asbr  10.1.254.6      10.1.254.4          22  28    80000591       1
 Sum-Asbr  10.1.254.6      10.1.254.3          24  28    80000593    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1503  36    800000D8       1
 External  10.3.10.0       10.1.254.6        1503  36    800000D8       1
 External  10.3.20.0       10.1.254.6        1503  36    800000D8       1
 External  10.3.30.0       10.1.254.6        1503  36    800000D8       1
 External  10.2.10.0       10.1.254.6        1503  36    800000D8       1
 External  10.2.20.0       10.1.254.6        1503  36    800000D8       1
 External  10.2.30.0       10.1.254.6        1503  36    800000D8       1
