
CPU utilization for five seconds: 1%/0%; one minute: 1%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 3997          590     26992      0   0.00%   0.00%  0.00%   -    vmm
 3998          580     10683      0   0.00%   0.00%  0.00%   -    vman
 3999          670     26965      0   0.00%   0.00%  0.00%   -    vdc_mgr
 4000          710     42536      0   0.00%   0.00%  0.00%   -    ttyd
 4001          230    159260      0   0.19%   0.19%  0.18%   -    sysinfo
 4002         1110     85049      0   0.00%   0.00%  0.00%   -    sksd
 4004          210      1684      0   0.00%   0.00%  0.00%   -    res_mgr
 4005         1170     85552      0   0.00%   0.00%  0.00%   -    plugin
 4006          140      2875      0   0.00%   0.00%  0.00%   -    patch-installer
 4007          310      8844      0   0.00%   0.00%  0.00%   -    mvsh
 4008           10         5      2   0.00%   0.00%  0.00%   -    mping_server
 4009          650     26952      0   0.00%   0.00%  0.00%   -    module
 4012          260      8932      0   0.00%   0.00%  0.00%   -    evms
 4015          280      6382      0   0.00%   0.00%  0.00%   -    evmc
 4016          290      4276      0   0.00%   0.00%  0.00%   -    crdcfg_server
 4017          150        34      4   0.00%   0.00%  0.00%   -    core-dmon
 4018          600     26897      0   0.00%   0.00%  0.00%   -    cli_acl
 4020          570     10704      0   0.00%   0.00%  0.00%   -    ascii-cfg
 4021         1470     85110      0   0.00%   0.00%  0.00%   -    securityd
 4022         1120     85048      0   0.00%   0.00%  0.00%   -    cert_enroll
 4023         1320     86506      0   0.00%   0.00%  0.00%   -    aaa
 4025            0         1      0   0.00%   0.00%  0.00%   -    dhcpd
 4026           70      5162      0   0.00%   0.00%  0.00%   -    l3vm
 4028           80     89874      0   0.00%   0.00%  0.00%   -    urib
 4034         1190      2206      0   0.00%   0.00%  0.00%   -    aclmgr
 4037       100130   4502509      0   0.00%   0.10%  0.11%   -    ori_fwd
 4040       110940     86868      1   0.19%   0.12%  0.12%   -    port_client
 4044        41070     30369      1   0.00%   0.00%  0.00%   -    statsclient
 4045          530     26888      0   0.00%   0.00%  0.00%   -    eem_policy_dir
 4047         4620    929758      0   0.00%   0.02%  0.02%   -    snmpd
 4054          120      4615      0   0.00%   0.00%  0.00%   -    npacl
 4060           80   6780180      0   0.00%   0.05%  0.05%   -    adjmgr
 4062           70     19294      0   0.00%   0.00%  0.00%   -    u6rib
 4070          160        33      4   0.00%   0.00%  0.00%   -    ExceptionLog
 4072         1980     42902      0   0.00%   0.00%  0.00%   -    bootvar
 4076          600     13931      0   0.00%   0.00%  0.00%   -    ifmgr
 4079          370     14126      0   0.00%   0.00%  0.00%   -    tcap
 4083         1690     90801      0   0.00%   0.00%  0.00%   -    callhome
 4104          160     92055      0   0.00%   0.00%  0.00%   -    arp
 4109           70      5377      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          130    587958      0   0.00%   0.02%  0.03%   -    l2fwd
 4132          100    492865      0   0.00%   0.01%  0.01%   -    pktmgr
 4159          150   1233479      0   0.00%   0.05%  0.04%   -    netstack
 4198         2060     85093      0   0.00%   0.00%  0.00%   -    radius
 4201         1040     26685      0   0.00%   0.00%  0.00%   -    cdp
 4204          790     28881      0   0.00%   0.00%  0.00%   -    cfs
 4209           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4210           10         7      1   0.00%   0.00%  0.00%   -    ipv6_dummy
 4211          430      5279      0   0.00%   0.00%  0.00%   -    ntp
 4214          580     27477      0   0.00%   0.00%  0.00%   -    otm
 4215           10         6      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        31      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4251         3460    169422      0   0.00%   0.01%  0.00%   -    ntpd
 4969         9270     12277      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4973          110     34908      0   0.00%   0.00%  0.00%   -    rpm
 4977          970     29349      0   0.00%   0.01%  0.00%   -    pltfm_config
 4979          570     26812      0   0.00%   0.00%  0.00%   -    plsm
 4980          610     26241      0   0.00%   0.00%  0.00%   -    plcmgr
 4983          600     26847      0   0.00%   0.00%  0.00%   -    pixmc
 4984         4060     11652      0   0.19%   0.01%  0.00%   -    pfstat
 4990        12200    404279      0   0.00%   0.00%  0.01%   -    mtm
 4996          660     26758      0   0.00%   0.00%  0.00%   -    lim
 5001         1240     32269      0   0.00%   0.01%  0.00%   -    l2sfe
 5002         3390     91581      0   0.19%   0.03%  0.01%   -    l2rib
 5005          580     26845      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5008          110      5843      0   0.00%   0.00%  0.00%   -    igmp
 5013          590     13438      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5014          310      9328      0   0.00%   0.00%  0.00%   -    eltm
 5019         1320     27939      0   0.00%   0.00%  0.00%   -    elo_io
 5022           90   8563702      0   0.19%   0.08%  0.07%   -    ecp
 5025          100        39      2   0.00%   0.00%  0.00%   -    dftm
 5031         2400     80128      0   0.00%   0.00%  0.00%   -    bfdc
 5036          200      4527      0   0.00%   0.00%  0.00%   -    adbm
 5042          490     14062      0   0.00%   0.00%  0.00%   -    l2fm
 5094         1440     31643      0   0.00%   0.00%  0.00%   -    ethpm
 5132        13080    465464      0   0.00%   0.02%  0.01%   -    stp
 5521         1260      2410      0   0.00%   0.00%  0.00%   -    copp
 5907          330     13754      0   0.00%   0.00%  0.00%   -    u2
 5908          180      2002      0   0.00%   0.00%  0.00%   -    spm
 5909          600     26726      0   0.00%   0.00%  0.00%   -    sal
 5910          130    222190      0   0.00%   0.00%  0.00%   -    mrib
 5911          640     13909      0   0.00%   0.00%  0.00%   -    mfdm
 5912          590     26471      0   0.00%   0.00%  0.00%   -    mcm
 5913          120    299724      0   0.00%   0.01%  0.01%   -    m6rib
 5914        14390    103978      0   0.00%   0.01%  0.01%   -    l2pt
 5917          860     26802      0   0.00%   0.00%  0.00%   -    ufdm
 5920          240      6111      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      4179      0   0.00%   0.00%  0.00%   -    mcastfwd
 6037         4900     76897      0   0.00%   0.00%  0.00%   -    gettylogin1
 6041           10         5      2   0.00%   0.00%  0.00%   -    sh
 6049           20        43      0   0.00%   0.00%  0.00%   -    libvirtd
 8635          260      6272      0   0.00%   0.00%  0.00%   -    interface-vlan
 8637         2500     19954      0   0.00%   0.00%  0.00%   -    lldp
19918            0         2      0   0.00%   0.00%  0.00%   S1    getty
25306         1280     21896      0   0.00%   0.00%  0.00%   S0    vsh
