CPU utilization statistics at 2026-06-16 06:50:14 886 ms
System CPU Using Percentage :  12%
CPU utilization for five seconds: 12%, one minute: 11%, five minutes: 8%.
Max CPU Usage :                26%
Max CPU Usage Stat. Time : 2026-06-15 01:41:41 852 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           12%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LLDP              0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime
cpu28        4%       2%       5%       5%  99% 2026-06-11 13:23:50
cpu29       18%      10%      13%      10%  99% 2026-06-11 18:44:51
cpu30        5%       5%       4%       9%  99% 2026-06-11 15:44:31
cpu31        3%       3%       4%       4%  99% 2026-06-11 16:12:01
cpu32        7%       4%       4%       2%  99% 2026-06-11 15:47:01
cpu33        5%       4%       3%       5%  99% 2026-06-11 12:01:51
cpu34        5%       4%       7%       4%  99% 2026-06-11 14:18:10
cpu35        3%       3%      14%      41%  99% 2026-06-11 17:42:01
cpu36       14%      10%      16%       5%  99% 2026-06-11 14:26:01
cpu37        5%       4%       4%       1%  99% 2026-06-11 14:23:10
cpu38        5%       3%       2%       1%  99% 2026-06-11 15:58:10
cpu39       13%      20%      25%       7%  99% 2026-06-11 13:47:09
cpu40        4%       4%       3%       4%  83% 2026-06-12 04:22:51
cpu41        5%       4%       3%       3%  99% 2026-06-11 17:07:50
cpu42        7%       7%       6%       6%  99% 2026-06-11 16:37:09
cpu43        5%       4%       2%       4%  99% 2026-06-11 16:58:00
cpu44        5%       5%       4%       5%  99% 2026-06-12 07:01:31
cpu45        8%       8%       7%       6%  99% 2026-06-12 12:31:20
cpu46        7%       6%       6%       5%  99% 2026-06-11 17:23:39
cpu47        5%       5%       6%      11%  99% 2026-06-11 17:24:39
cpu48        5%       5%      12%       7%  89% 2026-06-12 20:01:20
cpu49        7%       8%       7%      17%  99% 2026-06-11 16:44:30
cpu50        7%       7%       6%       5%  99% 2026-06-11 17:00:39
cpu51        7%       6%       5%       5%  99% 2026-06-12 12:23:20
cpu52        5%       5%       4%       6%  99% 2026-06-11 17:10:09
cpu53        6%       5%       4%       4%  99% 2026-06-12 04:09:51
cpu54        5%       5%       4%       4%  99% 2026-06-11 14:58:31
cpu55        2%       2%       3%       4%  99% 2026-06-12 16:10:59
cpu56        6%       5%       4%       5%  99% 2026-06-11 16:13:01
cpu57        4%       4%       4%       3%  99% 2026-06-12 15:19:49
cpu58        4%       4%       3%       3%  99% 2026-06-12 08:24:21
cpu59        4%       4%       4%       4%  99% 2026-06-12 15:55:49
cpu60       54%      61%      47%      13%  99% 2026-06-11 12:04:01
cpu61        6%       6%       6%       3%  99% 2026-06-11 14:42:01
cpu62       26%      26%      16%       6%  99% 2026-06-11 14:28:21
cpu63       26%      26%      17%      17%  99% 2026-06-11 12:16:01
cpu64        5%       5%      27%      13%  99% 2026-06-11 12:48:10
cpu65        4%       4%       4%      19%  99% 2026-06-11 18:49:40
cpu66        4%       3%       3%      16%  99% 2026-06-11 16:18:31
cpu67        3%       3%       4%       2%  99% 2026-06-11 13:13:09
cpu68       25%      35%      29%      25%  99% 2026-06-11 18:02:01
cpu69        4%       4%       4%       3%  99% 2026-06-11 19:16:51
cpu70        9%       5%       4%       1%  99% 2026-06-11 19:47:30
cpu71        5%       5%       5%      13%  99% 2026-06-11 17:25:09
cpu72        3%       3%       4%       2%  99% 2026-06-11 13:17:20
cpu73       13%      13%       7%       4%  99% 2026-06-11 12:35:10
cpu74       18%      18%      12%       3%  99% 2026-06-11 13:52:39
cpu75       52%      44%      18%       4%  99% 2026-06-11 12:08:10
cpu76        5%       5%       4%       7%  99% 2026-06-11 09:31:19
cpu77        4%       3%       5%      17%  99% 2026-06-11 20:30:20
cpu78       27%      34%      46%      11%  99% 2026-06-11 20:00:39
cpu79       15%      15%       9%       3%  99% 2026-06-11 13:28:39
----------------------------------------------------------------
