
CPU utilization for five seconds: 1%/0%; one minute: 0%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4211          420      5618      0   0.00%   0.00%  0.00%   -    ntp
 4214          520     29237      0   0.00%   0.00%  0.00%   -    otm
 4215           10         9      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        30      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4249         3210    180926      0   0.00%   0.00%  0.00%   -    ntpd
 4955         9740     13585      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4959          110     37265      0   0.00%   0.00%  0.00%   -    rpm
 4961          890     31285      0   0.00%   0.00%  0.00%   -    pltfm_config
 4963          520     28580      0   0.00%   0.00%  0.00%   -    plsm
 4964          550     28052      0   0.00%   0.00%  0.00%   -    plcmgr
 4967          530     28438      0   0.00%   0.00%  0.00%   -    pixmc
 4968         4200     12608      0   0.00%   0.00%  0.00%   -    pfstat
 4976        11670    431531      0   0.00%   0.00%  0.01%   -    mtm
 4980          610     28218      0   0.00%   0.00%  0.00%   -    lim
 4985         1110     34290      0   0.00%   0.00%  0.00%   -    l2sfe
 4988         3180     97880      0   0.00%   0.00%  0.01%   -    l2rib
 4989          500     28745      0   0.00%   0.00%  0.00%   -    l2fm_ut
 4994          110      5662      0   0.00%   0.00%  0.00%   -    igmp
 4997          540     13862      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5000          310     10078      0   0.00%   0.00%  0.00%   -    eltm
 5003         1220     28862      0   0.19%   0.01%  0.00%   -    elo_io
 5006           90   9152735      0   0.19%   0.07%  0.07%   -    ecp
 5011          100        39      2   0.00%   0.00%  0.00%   -    dftm
 5017         2230     83537      0   0.00%   0.00%  0.00%   -    bfdc
 5022          180      5131      0   0.00%   0.00%  0.00%   -    adbm
 5030          460     14752      0   0.00%   0.00%  0.00%   -    l2fm
 5082         1370     32619      0   0.00%   0.00%  0.00%   -    ethpm
 5136        15960    499212      0   0.00%   0.01%  0.01%   -    stp
 5527         1330      2927      0   0.00%   0.00%  0.00%   -    copp
 5907          300     14875      0   0.00%   0.00%  0.00%   -    u2
 5908          160      2503      0   0.00%   0.00%  0.00%   -    spm
 5909          500     28643      0   0.00%   0.00%  0.00%   -    sal
 5910          110    237505      0   0.00%   0.00%  0.00%   -    mrib
 5911          600     15003      0   0.00%   0.00%  0.00%   -    mfdm
 5912          520     28187      0   0.00%   0.00%  0.00%   -    mcm
 5913          110    319782      0   0.00%   0.01%  0.01%   -    m6rib
 5914        13650    111485      0   0.00%   0.00%  0.01%   -    l2pt
 5916          800     28475      0   0.00%   0.00%  0.00%   -    ufdm
 5918          240      6863      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      4399      0   0.00%   0.00%  0.00%   -    mcastfwd
 6025         5060     82130      0   0.00%   0.00%  0.00%   -    gettylogin1
 6029           10         5      2   0.00%   0.00%  0.00%   -    sh
 6037           30        53      0   0.00%   0.00%  0.00%   -    libvirtd
 8208          260      7150      0   0.00%   0.00%  0.00%   -    interface-vlan
 8210         2530     21861      0   0.00%   0.00%  0.00%   -    lldp
18066          390     17917      0   0.00%   0.00%  0.00%   -    bfd
18068          460     17044      0   0.00%   0.00%  0.00%   -    bfd_app
20602          620      5707      0   0.00%   0.00%  0.00%   S0    vsh
24398           30        35      0   0.00%   0.00%  0.00%   S0    login
27291            0         2      0   0.00%   0.00%  0.00%   S1    getty
