
CPU utilization for five seconds: 0%/0%; one minute: 1%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4109           70      5226      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          130    568516      0   0.00%   0.04%  0.03%   -    l2fwd
 4132          100    476552      0   0.00%   0.01%  0.02%   -    pktmgr
 4159          150   1192155      0   0.00%   0.04%  0.04%   -    netstack
 4198         1990     82274      0   0.00%   0.00%  0.00%   -    radius
 4201         1010     25841      0   0.00%   0.00%  0.00%   -    cdp
 4204          770     27921      0   0.00%   0.00%  0.00%   -    cfs
 4209           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4210           10         7      1   0.00%   0.00%  0.00%   -    ipv6_dummy
 4211          420      5114      0   0.00%   0.00%  0.00%   -    ntp
 4214          570     26562      0   0.00%   0.00%  0.00%   -    otm
 4215           10         6      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        31      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4251         3340    163814      0   0.00%   0.00%  0.00%   -    ntpd
 4969         9260     11935      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4973          110     33773      0   0.00%   0.00%  0.00%   -    rpm
 4977          940     28370      0   0.00%   0.01%  0.00%   -    pltfm_config
 4979          560     25945      0   0.00%   0.00%  0.00%   -    plsm
 4980          600     25369      0   0.00%   0.00%  0.00%   -    plcmgr
 4983          580     25977      0   0.00%   0.00%  0.00%   -    pixmc
 4984         3920     11251      0   0.00%   0.00%  0.00%   -    pfstat
 4990        11800    390946      0   0.00%   0.01%  0.01%   -    mtm
 4996          640     25884      0   0.00%   0.00%  0.00%   -    lim
 5001         1200     31192      0   0.00%   0.00%  0.00%   -    l2sfe
 5002         3270     88554      0   0.00%   0.01%  0.01%   -    l2rib
 5005          560     25968      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5008          110      5735      0   0.00%   0.00%  0.00%   -    igmp
 5013          570     13025      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5014          310      9036      0   0.00%   0.00%  0.00%   -    eltm
 5019         1280     27027      0   0.00%   0.00%  0.00%   -    elo_io
 5022           90   8279946      0   0.19%   0.08%  0.07%   -    ecp
 5025          100        38      2   0.00%   0.00%  0.00%   -    dftm
 5031         2330     77499      0   0.00%   0.00%  0.00%   -    bfdc
 5036          200      4378      0   0.00%   0.00%  0.00%   -    adbm
 5042          480     13617      0   0.00%   0.00%  0.00%   -    l2fm
 5094         1360     30336      0   0.00%   0.00%  0.00%   -    ethpm
 5132        12570    450067      0   0.00%   0.02%  0.01%   -    stp
 5521         1210      2329      0   0.00%   0.00%  0.00%   -    copp
 5907          330     13309      0   0.00%   0.00%  0.00%   -    u2
 5908          180      1932      0   0.00%   0.00%  0.00%   -    spm
 5909          580     25833      0   0.00%   0.00%  0.00%   -    sal
 5910          130    214941      0   0.00%   0.01%  0.01%   -    mrib
 5911          630     13440      0   0.00%   0.00%  0.00%   -    mfdm
 5912          570     25603      0   0.00%   0.00%  0.00%   -    mcm
 5913          120    289834      0   0.00%   0.01%  0.01%   -    m6rib
 5914        13900    100527      0   0.00%   0.01%  0.01%   -    l2pt
 5917          840     25931      0   0.00%   0.01%  0.00%   -    ufdm
 5920          240      5910      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      4072      0   0.00%   0.00%  0.00%   -    mcastfwd
 6037         4740     74338      0   0.00%   0.00%  0.00%   -    gettylogin1
 6041           10         5      2   0.00%   0.00%  0.00%   -    sh
 6049           20        43      0   0.00%   0.00%  0.00%   -    libvirtd
 8635          250      6059      0   0.00%   0.00%  0.00%   -    interface-vlan
 8637         2420     19430      0   0.00%   0.00%  0.00%   -    lldp
16304            0         2      0   0.00%   0.00%  0.00%   S1    getty
25306         1040     18879      0   0.00%   0.00%  0.00%   S0    vsh
