
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Asbr  10.1.254.6      10.1.254.1      1019     28 80000025            2
 Sum-Asbr  10.1.254.6      10.1.254.2       598     28 80000025            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1216     72 80000028            1
 Router    10.1.254.2      10.1.254.2       795     48 8000002a            1
 Network   10.1.110.252    10.1.254.2       864     32 80000024            0
 Network   10.1.120.252    10.1.254.2       316     32 80000024            0
 Sum-Net   10.1.10.0       10.1.254.1       637     28 80000024            1
 Sum-Net   10.1.10.0       10.1.254.2       842     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.1      1026     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.2       908     28 80000024            2
 Sum-Net   10.1.20.0       10.1.254.1       636     28 80000024            1
 Sum-Net   10.1.20.0       10.1.254.2      1087     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.1       885     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.2      1350     28 80000024            2
 Sum-Net   10.1.30.0       10.1.254.1       543     28 80000024            1
 Sum-Net   10.1.30.0       10.1.254.2       217     28 80000024            1
 Sum-Net   10.1.30.254     10.1.254.1       682     28 80000024            2
 Sum-Net   10.1.30.254     10.1.254.2       881     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.1      1130     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.2       808     28 80000024            1
 Sum-Net   10.1.40.254     10.1.254.1       400     28 80000024            2
 Sum-Net   10.1.40.254     10.1.254.2       808     28 80000024            1
 Sum-Net   10.1.50.0       10.1.254.1       687     28 80000025            3
 Sum-Net   10.1.50.0       10.1.254.2       399     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.1      1020     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.2       964     28 80000025            3
 Sum-Net   10.1.200.0      10.1.254.1       821     28 80000024            1
 Sum-Net   10.1.200.0      10.1.254.2       707     28 80000028            2
 Sum-Net   10.1.200.4      10.1.254.1       756     28 80000024            1
 Sum-Net   10.1.200.4      10.1.254.2       598     28 80000028            3
 Sum-Net   10.1.200.8      10.1.254.1       345     28 80000028            2
 Sum-Net   10.1.200.8      10.1.254.2       956     28 80000024            1
 Sum-Net   10.1.200.12     10.1.254.1       363     28 80000028            3
 Sum-Net   10.1.200.12     10.1.254.2       504     28 80000024            1
 Sum-Net   10.1.200.16     10.1.254.1       815     28 80000026            2
 Sum-Net   10.1.200.16     10.1.254.2       527     28 80000026            2
 Sum-Net   10.1.200.20     10.1.254.1       401     28 80000026            3
 Sum-Net   10.1.200.20     10.1.254.2       194     28 80000026            3
 Sum-Net   10.1.200.24     10.1.254.1       388     28 80000028            2
 Sum-Net   10.1.200.24     10.1.254.2      1041     28 80000028            2
 Sum-Net   10.1.200.28     10.1.254.1       284     28 80000027            3
 Sum-Net   10.1.200.28     10.1.254.2       352     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.1      1129     28 80000025            3
 Sum-Net   10.1.254.6      10.1.254.2       561     28 80000025            3
 Sum-Asbr  10.1.254.6      10.1.254.1       262     28 80000025            2
 Sum-Asbr  10.1.254.6      10.1.254.2       762     28 80000025            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       138     36 80000020            1
 External  10.2.10.0       10.1.254.6       138     36 80000020            1
 External  10.2.20.0       10.1.254.6       138     36 80000020            1
 External  10.2.30.0       10.1.254.6       138     36 80000020            1
 External  10.3.10.0       10.1.254.6       138     36 80000020            1
 External  10.3.20.0       10.1.254.6       138     36 80000020            1
 External  10.3.30.0       10.1.254.6       138     36 80000020            1
