
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.200.28     10.1.254.3      1524     28 8000002f            2
 Sum-Net   10.1.200.28     10.1.254.4      1525     28 8000002f        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       966     96 80000037            1
 Router    10.1.254.2      10.1.254.2      1059     96 8000003a            1
 Network   10.1.10.252     10.1.254.2      1418     32 8000002e            0
 Network   10.1.20.252     10.1.254.2      1402     32 8000002e            0
 Network   10.1.30.252     10.1.254.2      1159     32 8000002e            0
 Network   10.1.40.252     10.1.254.2      1025     32 8000002e            0
 Sum-Net   10.1.50.0       10.1.254.1      1160     28 8000002f            3
 Sum-Net   10.1.50.0       10.1.254.2      1621     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.1      1377     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.2      1219     28 8000002f            3
 Sum-Net   10.1.110.0      10.1.254.1      1482     28 8000002e            1
 Sum-Net   10.1.110.0      10.1.254.2      1733     28 8000002e            1
 Sum-Net   10.1.110.254    10.1.254.1      1455     28 8000002f            2
 Sum-Net   10.1.110.254    10.1.254.2      1416     28 8000002e            1
 Sum-Net   10.1.120.0      10.1.254.1      1595     28 8000002e            1
 Sum-Net   10.1.120.0      10.1.254.2      1316     28 8000002e            1
 Sum-Net   10.1.120.254    10.1.254.1      1582     28 8000002f            2
 Sum-Net   10.1.120.254    10.1.254.2      1503     28 8000002f            1
 Sum-Net   10.1.200.0      10.1.254.1      1733     28 8000002e            1
 Sum-Net   10.1.200.0      10.1.254.2      1393     28 80000032            2
 Sum-Net   10.1.200.4      10.1.254.1      1566     28 8000002e            1
 Sum-Net   10.1.200.4      10.1.254.2      1395     28 80000032            3
 Sum-Net   10.1.200.8      10.1.254.1       851     28 80000032            2
 Sum-Net   10.1.200.8      10.1.254.2      1486     28 8000002e            1
 Sum-Net   10.1.200.12     10.1.254.1      1675     28 80000032            3
 Sum-Net   10.1.200.12     10.1.254.2        56     28 8000002f            1
 Sum-Net   10.1.200.16     10.1.254.1       839     28 80000030            2
 Sum-Net   10.1.200.16     10.1.254.2      1421     28 80000030            2
 Sum-Net   10.1.200.20     10.1.254.1      1041     28 80000030            3
 Sum-Net   10.1.200.20     10.1.254.2      1035     28 80000030            3
 Sum-Net   10.1.200.24     10.1.254.1      1334     28 80000032            2
 Sum-Net   10.1.200.24     10.1.254.2      1373     28 80000032            2
 Sum-Net   10.1.200.28     10.1.254.1      1549     28 80000031            3
 Sum-Net   10.1.200.28     10.1.254.2      1000     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.1      1046     28 8000002f            3
 Sum-Net   10.1.254.6      10.1.254.2      1276     28 8000002f            3
 Sum-Asbr  10.1.254.6      10.1.254.1       256     28 80000030            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1369     28 8000002f            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1534     48 80000034            1
 Router    10.1.254.2      10.1.254.2      1501     72 80000034            1
 Network   10.1.110.252    10.1.254.2      1620     32 8000002e            0
 Network   10.1.120.252    10.1.254.2      1137     32 8000002e            0
 Sum-Net   10.1.10.0       10.1.254.1      1265     28 8000002e            1
 Sum-Net   10.1.10.0       10.1.254.2      1542     28 8000002e            1
 Sum-Net   10.1.10.254     10.1.254.1      1440     28 80000030            2
 Sum-Net   10.1.10.254     10.1.254.2      1460     28 8000002f            1
 Sum-Net   10.1.20.0       10.1.254.1      1450     28 8000002e            1
 Sum-Net   10.1.20.0       10.1.254.2       166     28 8000002f            1
 Sum-Net   10.1.20.254     10.1.254.1      1593     28 80000030            2
 Sum-Net   10.1.20.254     10.1.254.2      1615     28 8000002f            1
 Sum-Net   10.1.30.0       10.1.254.1      1424     28 8000002e            1
 Sum-Net   10.1.30.0       10.1.254.2       859     28 8000002e            1
 Sum-Net   10.1.30.254     10.1.254.1      1057     28 8000002f            1
 Sum-Net   10.1.30.254     10.1.254.2      1052     28 80000030            2
 Sum-Net   10.1.40.0       10.1.254.1        75     28 8000002f            1
 Sum-Net   10.1.40.0       10.1.254.2      1188     28 8000002e            1
 Sum-Net   10.1.40.254     10.1.254.1      1087     28 8000002f            1
 Sum-Net   10.1.40.254     10.1.254.2      1119     28 80000030            2
 Sum-Net   10.1.50.0       10.1.254.1      1618     28 8000002f            3
 Sum-Net   10.1.50.0       10.1.254.2       935     28 8000002f            3
 Sum-Net   10.1.60.0       10.1.254.1        89     28 80000030            3
 Sum-Net   10.1.60.0       10.1.254.2      1658     28 8000002f            3
 Sum-Net   10.1.200.0      10.1.254.1      1516     28 8000002e            1
 Sum-Net   10.1.200.0      10.1.254.2      1568     28 80000032            2
 Sum-Net   10.1.200.4      10.1.254.1      1639     28 8000002e            1
 Sum-Net   10.1.200.4      10.1.254.2      1402     28 80000032            3
 Sum-Net   10.1.200.8      10.1.254.1      1043     28 80000032            2
 Sum-Net   10.1.200.8      10.1.254.2      1671     28 8000002e            1
 Sum-Net   10.1.200.12     10.1.254.1       866     28 80000032            3
 Sum-Net   10.1.200.12     10.1.254.2      1334     28 8000002e            1
 Sum-Net   10.1.200.16     10.1.254.1      1582     28 80000030            2
 Sum-Net   10.1.200.16     10.1.254.2      1273     28 80000030            2
 Sum-Net   10.1.200.20     10.1.254.1      1221     28 80000030            3
 Sum-Net   10.1.200.20     10.1.254.2      1028     28 80000030            3
 Sum-Net   10.1.200.24     10.1.254.1      1230     28 80000032            2
 Sum-Net   10.1.200.24     10.1.254.2      1471     28 80000032            2
 Sum-Net   10.1.200.28     10.1.254.1       688     28 80000031            3
 Sum-Net   10.1.200.28     10.1.254.2      1101     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.1      1720     28 8000002f            3
 Sum-Net   10.1.254.6      10.1.254.2      1088     28 8000002f            3
 Sum-Asbr  10.1.254.6      10.1.254.1       800     28 8000002f            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1513     28 8000002f            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       398     36 80000029            1
 External  10.2.10.0       10.1.254.6       398     36 80000029            1
 External  10.2.20.0       10.1.254.6       398     36 80000029            1
 External  10.2.30.0       10.1.254.6       398     36 80000029            1
 External  10.3.10.0       10.1.254.6       398     36 80000029            1
 External  10.3.20.0       10.1.254.6       398     36 80000029            1
 External  10.3.30.0       10.1.254.6       398     36 80000029            1
