2026-06-16 11:46:22.840

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.254.6      10.1.254.3         778  28    80000030       2
 Sum-Net   10.1.254.6      10.1.254.4         776  28    80000030    65501
 Sum-Net   10.1.200.12     10.1.254.4         776  28    80000031    65500
 Sum-Net   10.1.200.12     10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.200.8      10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.200.8      10.1.254.3         778  28    80000032       1
 Sum-Net   10.1.200.4      10.1.254.4         776  28    80000031    65500
 Sum-Net   10.1.200.4      10.1.254.3         778  28    80000032       2
 Sum-Net   10.1.200.0      10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.200.0      10.1.254.3         778  28    80000032       1
 Sum-Net   10.1.200.20     10.1.254.4         776  28    80000031    65500
 Sum-Net   10.1.200.20     10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.200.16     10.1.254.3         778  28    80000030       1
 Sum-Net   10.1.200.16     10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.10.0       10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.10.0       10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.10.254     10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.10.254     10.1.254.3         673  28    80000034       2
 Sum-Net   10.1.20.0       10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.20.0       10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.20.254     10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.20.254     10.1.254.3         673  28    80000034       2
 Sum-Net   10.1.110.0      10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.110.0      10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.110.254    10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.110.254    10.1.254.3         673  28    80000034       2
 Sum-Net   10.1.120.0      10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.120.0      10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.120.254    10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.120.254    10.1.254.3         673  28    80000034       2
 Sum-Net   10.1.30.0       10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.30.0       10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.30.254     10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.30.254     10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.40.0       10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.40.0       10.1.254.3         778  28    80000031       2
 Sum-Net   10.1.40.254     10.1.254.4         776  28    80000031    65501
 Sum-Net   10.1.40.254     10.1.254.3         778  28    80000031       2
 Sum-Asbr  10.1.254.6      10.1.254.3         778  28    80000030       1
 Sum-Asbr  10.1.254.6      10.1.254.4         776  28    80000030    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1252  36    8000002A       1
 External  10.3.10.0       10.1.254.6        1252  36    8000002A       1
 External  10.3.20.0       10.1.254.6        1252  36    8000002A       1
 External  10.3.30.0       10.1.254.6        1252  36    8000002A       1
 External  10.2.10.0       10.1.254.6        1252  36    8000002A       1
 External  10.2.20.0       10.1.254.6        1252  36    8000002A       1
 External  10.2.30.0       10.1.254.6        1252  36    8000002A       1
