case_id,repeat,status,correct,result,duration_seconds,capped_minutes,prediction,expected,artifact_dir,record_source,return_code,log_file
12,5,timeout,False,?,3605.0,60.0,null,"[""Core_SW_02;全局STP未使能""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q12-r05,worker_log,143,worker-04.log
13,1,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q13-r01,worker_log,143,worker-01.log
13,2,succeeded,False,?,2578.427,42.9738,"[""FW_01;安全策略规则未放通对应的用户""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q13-r02,worker_log,0,worker-01.log
13,3,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q13-r03,worker_log,143,worker-01.log
13,4,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q13-r04,worker_log,143,worker-01.log
13,5,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q13-r05,worker_log,143,worker-01.log
14,1,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q14-r01,worker_log,143,worker-07.log
14,2,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q14-r02,worker_log,143,worker-07.log
14,3,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q14-r03,worker_log,143,worker-07.log
14,4,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q14-r04,worker_log,143,worker-07.log
14,5,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q14-r05,worker_log,143,worker-07.log
15,1,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q15-r01,worker_log,143,worker-02.log
15,2,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q15-r02,worker_log,143,worker-02.log
15,3,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q15-r03,worker_log,143,worker-02.log
15,4,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q15-r04,worker_log,143,worker-02.log
15,5,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q15-r05,worker_log,143,worker-02.log
16,1,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q16-r01,worker_log,143,worker-08.log
16,2,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q16-r02,worker_log,143,worker-08.log
16,3,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q16-r03,worker_log,143,worker-08.log
16,4,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q16-r04,worker_log,143,worker-08.log
16,5,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q16-r05,worker_log,143,worker-08.log
17,1,succeeded,False,?,3500.092,58.3349,"[""BJHQ_CSR1000V_GW_01;IP地址前缀列表缺少相应用户源IP地址""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q17-r01,worker_log,0,worker-04.log
17,2,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q17-r02,worker_log,143,worker-04.log
17,3,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q17-r03,worker_log,143,worker-04.log
17,4,succeeded,False,?,3260.088,54.3348,"[""BJHQ_CSR1000V_GW_01;缺失静态路由""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q17-r04,worker_log,0,worker-04.log
17,5,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q17-r05,worker_log,143,worker-04.log
18,1,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q18-r01,worker_log,143,worker-05.log
18,2,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q18-r02,worker_log,143,worker-05.log
18,3,succeeded,False,?,3306.86,55.1143,"[""BJHQ_CSR1000V_GW_01;IP地址前缀列表缺少相应用户源IP地址""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q18-r03,worker_log,0,worker-05.log
18,4,succeeded,False,?,2793.644,46.5607,"[""BJHQ_CSR1000V_GW_01;IP地址前缀列表缺少相应用户源IP地址""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q18-r04,worker_log,0,worker-05.log
18,5,succeeded,False,?,2625.273,43.7546,"[""BJHQ_CSR1000V_GW_01;IP地址前缀列表缺少相应用户源IP地址"", ""AGG_SW_01;STP BPDU被过滤""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q18-r05,worker_log,0,worker-05.log
19,1,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q19-r01,worker_log,143,worker-09.log
19,2,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q19-r02,worker_log,143,worker-09.log
19,3,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q19-r03,worker_log,143,worker-09.log
19,4,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q19-r04,worker_log,143,worker-09.log
19,5,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q19-r05,worker_log,143,worker-09.log
20,1,succeeded,True,?,2960.834,49.3472,"[""AGG_SW_01;STP BPDU被过滤""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q20-r01,worker_log,0,worker-03.log
20,2,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q20-r02,worker_log,143,worker-03.log
20,3,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q20-r03,worker_log,143,worker-03.log
20,4,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q20-r04,worker_log,143,worker-03.log
20,5,succeeded,True,?,3224.978,53.7496,"[""AGG_SW_01;STP BPDU被过滤""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q20-r05,worker_log,0,worker-03.log
21,1,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q21-r01,worker_log,143,worker-01.log
21,2,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q21-r02,worker_log,143,worker-01.log
21,3,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q21-r03,worker_log,143,worker-01.log
21,4,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q21-r04,worker_log,143,worker-01.log
21,5,succeeded,False,?,2885.89,48.0982,"[""PE1;SRV6-Policy隧道规划错误""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q21-r05,worker_log,0,worker-01.log
22,1,succeeded,False,?,3548.923,59.1487,"[""PE1;ISIS配置错误""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q22-r01,worker_log,0,worker-08.log
22,2,succeeded,False,?,3150.884,52.5147,"[""PE1;SRV6-Policy隧道规划错误"", ""PE2;SRV6-Policy隧道规划错误"", ""PE3;SRV6-Policy隧道规划错误""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q22-r02,worker_log,0,worker-08.log
22,3,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q22-r03,worker_log,143,worker-08.log
22,4,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q22-r04,worker_log,143,worker-08.log
22,5,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q22-r05,worker_log,143,worker-08.log
23,1,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q23-r01,worker_log,143,worker-07.log
23,2,timeout,False,?,3604.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q23-r02,worker_log,143,worker-07.log
23,3,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q23-r03,worker_log,143,worker-07.log
23,4,succeeded,False,?,2865.969,47.7662,"[""PE1;L3VPN配置错误""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q23-r04,worker_log,0,worker-07.log
23,5,succeeded,False,?,2934.549,48.9091,"[""PE1;SRV6-Policy隧道规划错误""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q23-r05,worker_log,0,worker-07.log
24,1,succeeded,False,?,3020.092,50.3349,"[""FW_01;安全策略规则未放通对应的用户""]","[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q24-r01,worker_log,0,worker-02.log
24,2,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q24-r02,worker_log,143,worker-02.log
24,3,timeout,False,?,3603.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q24-r03,worker_log,143,worker-02.log
24,4,timeout,False,?,3605.0,60.0,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q24-r04,worker_log,143,worker-02.log
24,5,failed,False,?,55.0,0.9167,null,"[""AGG_SW_01;STP BPDU被过滤""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q24-r05,worker_log,1,worker-02.log
25,1,timeout,False,?,3604.0,60.0,null,"[""PE1;存在IP路由环路"", ""PE2;存在IP路由环路"", ""PE3;存在IP路由环路""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q25-r01,worker_log,143,worker-05.log
25,2,timeout,False,?,3603.0,60.0,null,"[""PE1;存在IP路由环路"", ""PE2;存在IP路由环路"", ""PE3;存在IP路由环路""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q25-r02,worker_log,143,worker-05.log
25,3,timeout,False,?,3604.0,60.0,null,"[""PE1;存在IP路由环路"", ""PE2;存在IP路由环路"", ""PE3;存在IP路由环路""]",/root/autodl-tmp/qwen-codex-eval/base-train0629-remaining92-20260728T150305Z-q25-r03,worker_log,143,worker-05.log
