2026-06-16 10:59:24.240

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.110.254    10.1.254.3        1454  28    80000032       2
 Sum-Net   10.1.120.0      10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.120.0      10.1.254.3        1559  28    8000002F       2
 Sum-Net   10.1.120.254    10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.120.254    10.1.254.3        1454  28    80000032       2
 Sum-Net   10.1.30.0       10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.30.0       10.1.254.3        1559  28    8000002F       2
 Sum-Net   10.1.30.254     10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.30.254     10.1.254.3        1559  28    8000002F       2
 Sum-Net   10.1.40.0       10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.40.0       10.1.254.3        1559  28    8000002F       2
 Sum-Net   10.1.40.254     10.1.254.4        1558  28    8000002F    65501
 Sum-Net   10.1.40.254     10.1.254.3        1559  28    8000002F       2
 Sum-Asbr  10.1.254.6      10.1.254.3        1559  28    8000002E       1
 Sum-Asbr  10.1.254.6      10.1.254.4        1558  28    8000002E    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6         431  36    80000029       1
 External  10.3.10.0       10.1.254.6         431  36    80000029       1
 External  10.3.20.0       10.1.254.6         431  36    80000029       1
 External  10.3.30.0       10.1.254.6         431  36    80000029       1
 External  10.2.10.0       10.1.254.6         431  36    80000029       1
 External  10.2.20.0       10.1.254.6         431  36    80000029       1
 External  10.2.30.0       10.1.254.6         431  36    80000029       1
