CPU utilization statistics at 2026-06-02 12:47:49 715 ms
System CPU Using Percentage :  18%
CPU utilization for five seconds: 18%, one minute: 18%, five minutes: 17%.
Max CPU Usage :                22%
Max CPU Usage Stat. Time : 2026-06-02 12:22:57 654 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           18%
AAA               0%
ARP               0%
CMF               0%
DEVICE            0%
EUM               0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LLDP              0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
OSPF              0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
cpu17       15%      14%      34%      17%  99% 2026-06-02 12:07:25
cpu18       14%      14%      13%      16%  61% 2026-06-02 12:29:25
cpu19       14%      14%      13%      17%  72% 2026-06-02 12:16:45
cpu20       11%      11%      15%      14%  88% 2026-06-02 12:10:35
cpu21        9%      10%      14%      21%  99% 2026-06-02 11:57:15
cpu22       14%      14%      15%      14%  88% 2026-06-02 12:08:55
cpu23       13%      14%      16%      16%  99% 2026-06-02 12:09:45
cpu24       13%      14%      15%      22%  70% 2026-06-02 12:45:05
cpu25       16%      16%      18%      20%  46% 2026-06-02 12:37:36
cpu26       14%      15%      36%      25%  99% 2026-06-02 11:54:45
cpu27       22%      18%      15%      12%  66% 2026-06-02 12:38:56
cpu28       17%      16%      21%      16%  72% 2026-06-02 12:28:55
cpu29       21%      19%      20%      21%  34% 2026-06-02 12:45:25
cpu30       18%      18%      18%      22%  55% 2026-06-02 12:30:25
cpu31       18%      18%      33%      24%  88% 2026-06-02 12:31:55
cpu32       35%      44%      31%      20%  94% 2026-06-02 11:56:25
cpu33       21%      22%      22%      25%  78% 2026-06-02 11:53:55
cpu34       24%      24%      23%      25%  89% 2026-06-02 12:43:05
cpu35        8%       7%       6%      13%  99% 2026-06-02 12:13:45
cpu36       15%      15%      15%      32%  99% 2026-06-02 12:28:55
cpu37       12%      12%      14%      20%  46% 2026-06-02 12:35:45
cpu38       27%      19%      16%      38%  99% 2026-06-02 12:44:05
cpu39       13%      14%      14%      15%  99% 2026-06-02 12:11:35
cpu40        5%       5%       5%       4%  14% 2026-06-02 12:23:25
cpu41       14%      18%      18%      13%  99% 2026-06-02 12:00:35
cpu42       15%      19%      16%      13%  89% 2026-06-02 12:25:25
cpu43       21%      21%      18%      13%  99% 2026-06-02 12:00:35
cpu44       19%      18%      14%      12%  36% 2026-06-02 12:30:45
cpu45        8%       9%      10%      11%  16% 2026-06-02 12:10:55
cpu46       14%      13%      11%      12%  99% 2026-06-02 12:26:15
cpu47       14%      13%      11%      12%  20% 2026-06-02 12:22:55
cpu48       37%      36%      25%      14%  36% 2026-06-02 12:47:35
cpu49       19%      19%      14%      16%  42% 2026-06-02 12:31:25
cpu50       14%      13%      11%      11%  24% 2026-06-02 12:33:15
cpu51       14%      13%      11%      12%  50% 2026-06-02 12:27:15
cpu52       19%      18%      13%      29%  98% 2026-06-02 12:43:45
cpu53       14%      14%      12%      12%  32% 2026-06-02 12:23:15
cpu54       15%      14%      12%      11%  17% 2026-06-02 12:23:15
cpu55       15%      14%      11%      12%  49% 2026-06-02 12:23:35
cpu56       14%      14%      11%      13%  94% 2026-06-02 12:12:55
cpu57       18%      17%      13%      15%  19% 2026-06-02 12:10:55
cpu58       18%      18%      17%      16%  20% 2026-06-02 12:22:45
cpu59       16%      16%      15%      14%  99% 2026-06-02 11:56:15
cpu60       42%      42%      30%      24%  57% 2026-06-02 12:33:55
cpu61       44%      44%      22%      17%  99% 2026-06-02 12:03:05
cpu62       13%      13%      14%      13%  99% 2026-06-02 12:06:15
cpu63       13%      13%      14%      15%  58% 2026-06-02 12:41:35
cpu64       15%      15%      16%      14%  75% 2026-06-02 12:28:05
cpu65       13%      13%      14%      13%  64% 2026-06-02 12:14:25
cpu66       14%      14%      11%      12%  99% 2026-06-02 12:23:45
cpu67       12%      13%      19%      24%  59% 2026-06-02 12:45:25
cpu68       13%      14%      13%      13%  36% 2026-06-02 12:24:25
cpu69       17%      17%      18%      17%  99% 2026-06-02 12:15:45
cpu70       15%      15%      20%      16%  29% 2026-06-02 12:46:45
cpu71       15%      16%      21%      16%  42% 2026-06-02 12:24:35
cpu72       12%      11%      12%      13%  99% 2026-06-02 12:17:35
cpu73       14%      14%      14%      13%  20% 2026-06-02 12:23:05
cpu74       12%      13%      15%      13%  50% 2026-06-02 12:25:35
cpu75       56%      65%      69%      25%  92% 2026-06-02 12:47:25
cpu76       13%      13%      14%      11%  17% 2026-06-02 12:22:55
cpu77       26%      26%      18%      13%  27% 2026-06-02 12:47:35
cpu78       12%      13%      14%      10%  19% 2026-06-02 12:22:55
cpu79       15%      15%      15%      14%  17% 2026-06-02 12:22:45
----------------------------------------------------------------
