
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.254.6      10.1.254.1       603     28 80000136          102
 Sum-Net   10.1.254.6      10.1.254.2       232     28 80000128            3
 Sum-Asbr  10.1.254.6      10.1.254.1       183     28 8000013d          101
 Sum-Asbr  10.1.254.6      10.1.254.2        98     28 80000127            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       870     72 800000d0            1
 Router    10.1.254.2      10.1.254.2         1     48 800000d2            1
 Network   10.1.110.252    10.1.254.2      1842     32 800000cb            0
 Network   10.1.120.252    10.1.254.2      1695     32 800000cb            0
 Sum-Net   10.1.10.0       10.1.254.1      1664     28 800000cb            1
 Sum-Net   10.1.10.0       10.1.254.2       921     28 800000cb            1
 Sum-Net   10.1.10.254     10.1.254.1       308     28 800000cd            1
 Sum-Net   10.1.10.254     10.1.254.2      1609     28 80000377            2
 Sum-Net   10.1.20.0       10.1.254.1       849     28 800000cb            1
 Sum-Net   10.1.20.0       10.1.254.2      1655     28 800000cb            1
 Sum-Net   10.1.20.254     10.1.254.1       846     28 800000cd            1
 Sum-Net   10.1.20.254     10.1.254.2       295     28 800001a8            2
 Sum-Net   10.1.30.0       10.1.254.1      1253     28 800000cb            1
 Sum-Net   10.1.30.0       10.1.254.2      1621     28 800000cb            1
 Sum-Net   10.1.30.254     10.1.254.1      1044     28 800003f8            2
 Sum-Net   10.1.30.254     10.1.254.2       543     28 800000cc            1
 Sum-Net   10.1.40.0       10.1.254.1      1099     28 800000cb            1
 Sum-Net   10.1.40.0       10.1.254.2       211     28 800000cc            1
 Sum-Net   10.1.40.254     10.1.254.1      1416     28 800003d1            2
 Sum-Net   10.1.40.254     10.1.254.2       863     28 800000cb            1
 Sum-Net   10.1.50.0       10.1.254.1       247     28 80000038          102
 Sum-Net   10.1.50.0       10.1.254.2       471     28 80000109            3
 Sum-Net   10.1.60.0       10.1.254.1        74     28 80000039          102
 Sum-Net   10.1.60.0       10.1.254.2       431     28 80000105            3
 Sum-Net   10.1.200.0      10.1.254.1      1711     28 800000cd          100
 Sum-Net   10.1.200.0      10.1.254.2       159     28 80000111            2
 Sum-Net   10.1.200.4      10.1.254.1       331     28 800000cf            1
 Sum-Net   10.1.200.4      10.1.254.2       374     28 8000011a            3
 Sum-Net   10.1.200.8      10.1.254.1       372     28 80000034          101
 Sum-Net   10.1.200.8      10.1.254.2        17     28 800000cc            1
 Sum-Net   10.1.200.12     10.1.254.1       203     28 80000032          102
 Sum-Net   10.1.200.12     10.1.254.2      1019     28 800000cb            1
 Sum-Net   10.1.200.16     10.1.254.1       814     28 8000002f          101
 Sum-Net   10.1.200.16     10.1.254.2       129     28 80000107            2
 Sum-Net   10.1.200.20     10.1.254.1       578     28 8000002f          102
 Sum-Net   10.1.200.20     10.1.254.2       313     28 80000106            3
 Sum-Net   10.1.200.24     10.1.254.1       463     28 80000037          101
 Sum-Net   10.1.200.24     10.1.254.2      1842     28 8000012f            2
 Sum-Net   10.1.200.28     10.1.254.1      1628     28 80000035          102
 Sum-Net   10.1.200.28     10.1.254.2       372     28 80000126            3
 Sum-Net   10.1.254.6      10.1.254.1       268     28 8000002f          102
 Sum-Net   10.1.254.6      10.1.254.2       362     28 800000dd            3
 Sum-Asbr  10.1.254.6      10.1.254.1       196     28 8000002f          101
 Sum-Asbr  10.1.254.6      10.1.254.2        97     28 800000de            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1618     36 800000b5            1
 External  10.2.10.0       10.1.254.6      1366     36 800000b5            1
 External  10.2.20.0       10.1.254.6      1366     36 800000b5            1
 External  10.2.30.0       10.1.254.6      1366     36 800000b5            1
 External  10.3.10.0       10.1.254.6      1618     36 800000b5            1
 External  10.3.20.0       10.1.254.6      1618     36 800000b5            1
 External  10.3.30.0       10.1.254.6      1618     36 800000b5            1
