
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.200.24     10.1.254.3       179     28 8000000c            1

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1342     96 80000016            1
 Router    10.1.254.2      10.1.254.2      1402     96 8000001a            1
 Network   10.1.10.252     10.1.254.2      1302     32 80000003            0
 Network   10.1.20.252     10.1.254.2      1432     32 80000003            0
 Network   10.1.30.252     10.1.254.2      1219     32 80000003            0
 Network   10.1.40.252     10.1.254.2      1273     32 80000003            0
 Sum-Net   10.1.50.0       10.1.254.1      1252     28 80000006            3
 Sum-Net   10.1.50.0       10.1.254.2      1472     28 80000006            3
 Sum-Net   10.1.110.0      10.1.254.1      1322     28 80000009            1
 Sum-Net   10.1.110.0      10.1.254.2       814     28 80000009            1
 Sum-Net   10.1.110.254    10.1.254.1      1248     28 8000000a            1
 Sum-Net   10.1.110.254    10.1.254.2      1406     28 8000000c            2
 Sum-Net   10.1.120.0      10.1.254.1      1307     28 80000009            1
 Sum-Net   10.1.120.0      10.1.254.2       705     28 80000009            1
 Sum-Net   10.1.120.254    10.1.254.1      1252     28 8000000a            1
 Sum-Net   10.1.120.254    10.1.254.2      1250     28 8000000d            2
 Sum-Net   10.1.200.0      10.1.254.1      1479     28 80000009            1
 Sum-Net   10.1.200.0      10.1.254.2       739     28 8000000a            2
 Sum-Net   10.1.200.4      10.1.254.1      1413     28 80000009            1
 Sum-Net   10.1.200.4      10.1.254.2      1341     28 80000003            3
 Sum-Net   10.1.200.8      10.1.254.1      1417     28 8000000a            2
 Sum-Net   10.1.200.8      10.1.254.2       893     28 80000009            1
 Sum-Net   10.1.200.12     10.1.254.1      1359     28 8000000a            3
 Sum-Net   10.1.200.12     10.1.254.2       619     28 80000009            1
 Sum-Net   10.1.200.16     10.1.254.1      1380     28 8000000a            2
 Sum-Net   10.1.200.16     10.1.254.2       392     28 8000000a            2
 Sum-Net   10.1.200.24     10.1.254.1      1374     28 8000000b            2
 Sum-Net   10.1.200.24     10.1.254.2       597     28 8000000a            2
 Sum-Net   10.1.254.6      10.1.254.1      1288     28 8000000a            3
 Sum-Net   10.1.254.6      10.1.254.2       122     28 8000000a            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1367     28 8000000a            2
 Sum-Asbr  10.1.254.6      10.1.254.2       432     28 8000000a            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1374     72 80000011            1
 Router    10.1.254.2      10.1.254.2      1374     48 80000012            1
 Network   10.1.110.252    10.1.254.2      1389     32 80000003            0
 Network   10.1.120.252    10.1.254.2      1372     32 80000003            0
 Sum-Net   10.1.10.0       10.1.254.1      1404     28 80000009            1
 Sum-Net   10.1.10.0       10.1.254.2       867     28 80000009            1
 Sum-Net   10.1.10.254     10.1.254.1      1255     28 8000000a            1
 Sum-Net   10.1.10.254     10.1.254.2      1263     28 8000000c            2
 Sum-Net   10.1.20.0       10.1.254.1      1400     28 80000009            1
 Sum-Net   10.1.20.0       10.1.254.2       736     28 80000009            1
 Sum-Net   10.1.20.254     10.1.254.1      1282     28 8000000a            1
 Sum-Net   10.1.20.254     10.1.254.2      1312     28 8000000c            2
 Sum-Net   10.1.30.0       10.1.254.1      1292     28 80000009            1
 Sum-Net   10.1.30.0       10.1.254.2       535     28 80000009            1
 Sum-Net   10.1.30.254     10.1.254.1      1380     28 8000000b            2
 Sum-Net   10.1.30.254     10.1.254.2       761     28 8000000a            1
 Sum-Net   10.1.40.0       10.1.254.1      1276     28 80000009            1
 Sum-Net   10.1.40.0       10.1.254.2       888     28 80000009            1
 Sum-Net   10.1.40.254     10.1.254.1      1323     28 8000000b            2
 Sum-Net   10.1.40.254     10.1.254.2       583     28 8000000a            1
 Sum-Net   10.1.50.0       10.1.254.1      1273     28 80000006            3
 Sum-Net   10.1.50.0       10.1.254.2      1597     28 80000006            3
 Sum-Net   10.1.200.0      10.1.254.1      1387     28 80000009            1
 Sum-Net   10.1.200.0      10.1.254.2       466     28 8000000a            2
 Sum-Net   10.1.200.4      10.1.254.1      1300     28 80000009            1
 Sum-Net   10.1.200.4      10.1.254.2      1379     28 80000003            3
 Sum-Net   10.1.200.8      10.1.254.1      1445     28 8000000a            2
 Sum-Net   10.1.200.8      10.1.254.2       889     28 80000009            1
 Sum-Net   10.1.200.12     10.1.254.1      1386     28 8000000a            3
 Sum-Net   10.1.200.12     10.1.254.2       894     28 80000009            1
 Sum-Net   10.1.200.16     10.1.254.1      1295     28 8000000a            2
 Sum-Net   10.1.200.16     10.1.254.2       400     28 8000000a            2
 Sum-Net   10.1.200.24     10.1.254.1      1379     28 8000000b            2
 Sum-Net   10.1.200.24     10.1.254.2       438     28 8000000a            2
 Sum-Net   10.1.254.6      10.1.254.1      1429     28 8000000a            3
 Sum-Net   10.1.254.6      10.1.254.2       561     28 8000000a            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1401     28 8000000a            2
 Sum-Asbr  10.1.254.6      10.1.254.2       537     28 8000000a            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       713     36 80000008            1
 External  10.2.10.0       10.1.254.6       713     36 80000008            1
 External  10.2.20.0       10.1.254.6       713     36 80000008            1
 External  10.2.30.0       10.1.254.6       713     36 80000008            1
 External  10.3.10.0       10.1.254.6       713     36 80000008            1
 External  10.3.20.0       10.1.254.6       713     36 80000008            1
 External  10.3.30.0       10.1.254.6       713     36 80000008            1
