2026-06-15 11:00:49.040 

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database 

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.40.0       10.1.254.1        1085  28    800000CB       1
 Sum-Net   10.1.40.0       10.1.254.2        1719  28    800000CB       1
 Sum-Net   10.1.40.254     10.1.254.1         954  28    800003D2       2
 Sum-Net   10.1.40.254     10.1.254.2         858  28    800000CB       1
 
		         Area: 0.0.0.3
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Router    10.1.254.3      10.1.254.3        1414  48    80000139       1
 Router    10.1.254.5      10.1.254.5        1546  96    800000D9       1
 Router    10.1.254.4      10.1.254.4        1411  48    8000013E    65500
 Sum-Net   10.1.254.6      10.1.254.4        1410  28    80000132    65501
 Sum-Net   10.1.254.6      10.1.254.3        1413  28    80000132       2
 Sum-Net   10.1.200.12     10.1.254.4        1411  28    8000016F    65500
 Sum-Net   10.1.200.12     10.1.254.3        1411  28    80000179       2
 Sum-Net   10.1.200.8      10.1.254.4        1410  28    80000187    65501
 Sum-Net   10.1.200.8      10.1.254.3        1414  28    8000015A       1
 Sum-Net   10.1.200.4      10.1.254.4         660  28    8000017B    65500
 Sum-Net   10.1.200.4      10.1.254.3        1413  28    80000170       2
 Sum-Net   10.1.200.0      10.1.254.4        1410  28    80000191    65502
 Sum-Net   10.1.200.0      10.1.254.3        1414  28    80000155       1
 Sum-Net   10.1.200.20     10.1.254.4        1411  28    80000138    65500
 Sum-Net   10.1.200.20     10.1.254.3        1413  28    80000132       2
 Sum-Net   10.1.200.16     10.1.254.3        1414  28    80000135       1
 Sum-Net   10.1.200.16     10.1.254.4        1410  28    80000132    65501
 Sum-Net   10.1.10.0       10.1.254.4        1410  28    80000153    65501
 Sum-Net   10.1.10.0       10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.10.254     10.1.254.4         627  28    800001D0    65501
 Sum-Net   10.1.10.254     10.1.254.3        1413  28    800001B0       2
 Sum-Net   10.1.20.0       10.1.254.4        1410  28    80000154    65501
 Sum-Net   10.1.20.0       10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.20.254     10.1.254.4         627  28    800001A7    65501
 Sum-Net   10.1.20.254     10.1.254.3        1413  28    80000193       2
 Sum-Net   10.1.110.0      10.1.254.4        1410  28    80000154    65501
 Sum-Net   10.1.110.0      10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.110.254    10.1.254.4         627  28    80000196    65501
 Sum-Net   10.1.110.254    10.1.254.3        1413  28    80000185       2
 Sum-Net   10.1.120.0      10.1.254.4        1410  28    80000153    65501
 Sum-Net   10.1.120.0      10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.120.254    10.1.254.4         627  28    80000195    65501
 Sum-Net   10.1.120.254    10.1.254.3        1413  28    80000185       2
 Sum-Net   10.1.30.0       10.1.254.4        1410  28    80000153    65501
 Sum-Net   10.1.30.0       10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.30.254     10.1.254.4        1410  28    800001B0    65501
 Sum-Net   10.1.30.254     10.1.254.3        1411  28    800001A8       2
 Sum-Net   10.1.40.0       10.1.254.4        1410  28    80000154    65501
 Sum-Net   10.1.40.0       10.1.254.3        1413  28    8000015A       2
 Sum-Net   10.1.40.254     10.1.254.4        1410  28    800001C6    65501
 Sum-Net   10.1.40.254     10.1.254.3        1411  28    800001B4       2
 Sum-Asbr  10.1.254.6      10.1.254.4        1410  28    80000132    65500
 Sum-Asbr  10.1.254.6      10.1.254.3        1413  28    80000132       1
 

		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1604  36    800000B5       1
 External  10.3.10.0       10.1.254.6        1604  36    800000B5       1
 External  10.3.20.0       10.1.254.6        1604  36    800000B5       1
 External  10.3.30.0       10.1.254.6        1604  36    800000B5       1
 External  10.2.10.0       10.1.254.6        1352  36    800000B5       1
 External  10.2.20.0       10.1.254.6        1352  36    800000B5       1
 External  10.2.30.0       10.1.254.6        1352  36    800000B5       1
 
