
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.200.4      10.1.254.1      1699     28 80000100            1
 Sum-Net   10.1.200.4      10.1.254.2        25     28 8000019e            2
 Sum-Net   10.1.200.8      10.1.254.1        35     28 80000070            3
 Sum-Net   10.1.200.8      10.1.254.2       398     28 800000ff            1
 Sum-Net   10.1.200.12     10.1.254.1        35     28 8000006d            2
 Sum-Net   10.1.200.12     10.1.254.2       657     28 800000ff            1
 Sum-Net   10.1.200.16     10.1.254.1        35     28 80000057            3
 Sum-Net   10.1.200.16     10.1.254.2        25     28 80000155            3
 Sum-Net   10.1.200.20     10.1.254.1        35     28 80000057            2
 Sum-Net   10.1.200.20     10.1.254.2        25     28 80000161            2
 Sum-Net   10.1.200.24     10.1.254.1        27     28 80000074            3
 Sum-Net   10.1.200.24     10.1.254.2        20     28 800001b6            3
 Sum-Net   10.1.200.28     10.1.254.1        35     28 80000070            2
 Sum-Net   10.1.200.28     10.1.254.2        20     28 800001b4            2
 Sum-Net   10.1.254.6      10.1.254.1        35     28 80000057            3
 Sum-Net   10.1.254.6      10.1.254.2        25     28 800000dd            3
 Sum-Asbr  10.1.254.6      10.1.254.1        35     28 80000057            2
 Sum-Asbr  10.1.254.6      10.1.254.2        25     28 800000dd            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       879     72 800000f8            1
 Router    10.1.254.2      10.1.254.2       617     48 800000fb            1
 Network   10.1.110.252    10.1.254.2        19     32 800000f4            0
 Network   10.1.120.252    10.1.254.2      1387     32 800000f3            0
 Sum-Net   10.1.10.0       10.1.254.1      1562     28 800000f3            1
 Sum-Net   10.1.10.0       10.1.254.2       753     28 800000f3            1
 Sum-Net   10.1.10.254     10.1.254.1      1666     28 800000f4            1
 Sum-Net   10.1.10.254     10.1.254.2        25     28 800022b0            2
 Sum-Net   10.1.20.0       10.1.254.1       803     28 800000f3            1
 Sum-Net   10.1.20.0       10.1.254.2       186     28 800000f4            1
 Sum-Net   10.1.20.254     10.1.254.1       199     28 800000f5            1
 Sum-Net   10.1.20.254     10.1.254.2         0     28 80001085            1
 Sum-Net   10.1.30.0       10.1.254.1      1435     28 800000f3            1
 Sum-Net   10.1.30.0       10.1.254.2      1408     28 800000f3            1
 Sum-Net   10.1.30.254     10.1.254.1        18     28 80001aef            2
 Sum-Net   10.1.30.254     10.1.254.2       351     28 800000f4            1
 Sum-Net   10.1.40.0       10.1.254.1      1201     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.2       242     28 800000f4            1
 Sum-Net   10.1.40.254     10.1.254.1        24     28 80001ab8            2
 Sum-Net   10.1.40.254     10.1.254.2       423     28 800000f3            1
 Sum-Net   10.1.50.0       10.1.254.1        27     28 80000011            3
 Sum-Net   10.1.50.0       10.1.254.2        20     28 8000001d            3
 Sum-Net   10.1.60.0       10.1.254.1        27     28 80000011            3
 Sum-Net   10.1.60.0       10.1.254.2        20     28 8000001b            3
 Sum-Net   10.1.200.0      10.1.254.1      1124     28 800000f5          100
 Sum-Net   10.1.200.0      10.1.254.2        24     28 8000002d          102
 Sum-Net   10.1.200.4      10.1.254.1      1488     28 800000fa            1
 Sum-Net   10.1.200.4      10.1.254.2        25     28 80000023            2
 Sum-Net   10.1.200.8      10.1.254.1        35     28 8000000e            3
 Sum-Net   10.1.200.8      10.1.254.2      1793     28 800000f7            1
 Sum-Net   10.1.200.12     10.1.254.1        35     28 8000000e            2
 Sum-Net   10.1.200.12     10.1.254.2       875     28 800000f8            1
 Sum-Net   10.1.200.16     10.1.254.1        35     28 8000000c            3
 Sum-Net   10.1.200.16     10.1.254.2        25     28 8000001f            3
 Sum-Net   10.1.200.20     10.1.254.1        35     28 8000000c            2
 Sum-Net   10.1.200.20     10.1.254.2        25     28 8000001f            2
 Sum-Net   10.1.200.24     10.1.254.1        27     28 8000003b            3
 Sum-Net   10.1.200.24     10.1.254.2        20     28 8000002a            3
 Sum-Net   10.1.200.28     10.1.254.1        35     28 80000010            2
 Sum-Net   10.1.200.28     10.1.254.2        20     28 80000028            2
 Sum-Net   10.1.254.6      10.1.254.1        35     28 8000000c            3
 Sum-Net   10.1.254.6      10.1.254.2        25     28 80000012            3
 Sum-Asbr  10.1.254.6      10.1.254.1        35     28 8000000c            2
 Sum-Asbr  10.1.254.6      10.1.254.2        25     28 80000012            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       616     36 800000d8            1
 External  10.2.10.0       10.1.254.6       616     36 800000d8            1
 External  10.2.20.0       10.1.254.6       616     36 800000d8            1
 External  10.2.30.0       10.1.254.6       616     36 800000d8            1
 External  10.3.10.0       10.1.254.6       616     36 800000d8            1
 External  10.3.20.0       10.1.254.6       616     36 800000d8            1
 External  10.3.30.0       10.1.254.6       616     36 800000d8            1
