
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.30.0       10.1.254.2      1372     28 800000f3            1
 Sum-Net   10.1.30.254     10.1.254.1         4     28 80001aeb            2
 Sum-Net   10.1.30.254     10.1.254.2       315     28 800000f4            1
 Sum-Net   10.1.40.0       10.1.254.1      1163     28 800000f3            1
 Sum-Net   10.1.40.0       10.1.254.2       206     28 800000f4            1
 Sum-Net   10.1.40.254     10.1.254.1         1     28 80001ab5            1
 Sum-Net   10.1.40.254     10.1.254.2       387     28 800000f3            1
 Sum-Net   10.1.50.0       10.1.254.1       142     28 8000000e          102
 Sum-Net   10.1.50.0       10.1.254.2        89     28 8000001a            3
 Sum-Net   10.1.60.0       10.1.254.1       208     28 8000000e          102
 Sum-Net   10.1.60.0       10.1.254.2        12     28 80000018            3
 Sum-Net   10.1.200.0      10.1.254.1      1086     28 800000f5          100
 Sum-Net   10.1.200.0      10.1.254.2        36     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.1      1450     28 800000fa            1
 Sum-Net   10.1.200.4      10.1.254.2       153     28 80000021            3
 Sum-Net   10.1.200.8      10.1.254.1       196     28 8000000d          101
 Sum-Net   10.1.200.8      10.1.254.2      1757     28 800000f7            1
 Sum-Net   10.1.200.12     10.1.254.1       136     28 8000000d          102
 Sum-Net   10.1.200.12     10.1.254.2       839     28 800000f8            1
 Sum-Net   10.1.200.16     10.1.254.1       167     28 8000000b          101
 Sum-Net   10.1.200.16     10.1.254.2       116     28 8000001d            2
 Sum-Net   10.1.200.20     10.1.254.1       110     28 8000000b          102
 Sum-Net   10.1.200.20     10.1.254.2        52     28 8000001d            3
 Sum-Net   10.1.200.24     10.1.254.1       212     28 80000038          101
 Sum-Net   10.1.200.24     10.1.254.2       120     28 80000027            2
 Sum-Net   10.1.200.28     10.1.254.1       112     28 8000000f          102
 Sum-Net   10.1.200.28     10.1.254.2        90     28 80000025            3
 Sum-Net   10.1.254.6      10.1.254.1       174     28 8000000b          102
 Sum-Net   10.1.254.6      10.1.254.2        34     28 80000010            3
 Sum-Asbr  10.1.254.6      10.1.254.1        61     28 8000000b          101
 Sum-Asbr  10.1.254.6      10.1.254.2       142     28 80000010            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       579     36 800000d8            1
 External  10.2.10.0       10.1.254.6       579     36 800000d8            1
 External  10.2.20.0       10.1.254.6       579     36 800000d8            1
 External  10.2.30.0       10.1.254.6       579     36 800000d8            1
 External  10.3.10.0       10.1.254.6       579     36 800000d8            1
 External  10.3.20.0       10.1.254.6       579     36 800000d8            1
 External  10.3.30.0       10.1.254.6       579     36 800000d8            1
