
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.110.254    10.1.254.2       676     28 80000024            2
 Sum-Net   10.1.120.0      10.1.254.1       811     28 80000024            1
 Sum-Net   10.1.120.0      10.1.254.2       647     28 80000024            1
 Sum-Net   10.1.120.254    10.1.254.1       829     28 80000024            1
 Sum-Net   10.1.120.254    10.1.254.2      1437     28 80000024            2
 Sum-Net   10.1.200.0      10.1.254.1      1059     28 80000024            1
 Sum-Net   10.1.200.0      10.1.254.2       762     28 80000028            2
 Sum-Net   10.1.200.4      10.1.254.1       925     28 80000024            1
 Sum-Net   10.1.200.4      10.1.254.2       632     28 80000028            3
 Sum-Net   10.1.200.8      10.1.254.1       113     28 80000028            2
 Sum-Net   10.1.200.8      10.1.254.2       880     28 80000024            1
 Sum-Net   10.1.200.12     10.1.254.1       854     28 80000028            3
 Sum-Net   10.1.200.12     10.1.254.2       963     28 80000024            1
 Sum-Net   10.1.200.16     10.1.254.1       409     28 80000026            2
 Sum-Net   10.1.200.16     10.1.254.2       849     28 80000026            2
 Sum-Net   10.1.200.20     10.1.254.1       205     28 80000026            3
 Sum-Net   10.1.200.20     10.1.254.2       365     28 80000026            3
 Sum-Net   10.1.200.24     10.1.254.1       556     28 80000028            2
 Sum-Net   10.1.200.24     10.1.254.2       618     28 80000028            2
 Sum-Net   10.1.200.28     10.1.254.1       690     28 80000027            3
 Sum-Net   10.1.200.28     10.1.254.2       554     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.1       395     28 80000025            3
 Sum-Net   10.1.254.6      10.1.254.2       572     28 80000025            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1059     28 80000025            2
 Sum-Asbr  10.1.254.6      10.1.254.2       636     28 80000025            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1255     72 80000028            1
 Router    10.1.254.2      10.1.254.2       833     48 8000002a            1
 Network   10.1.110.252    10.1.254.2       902     32 80000024            0
 Network   10.1.120.252    10.1.254.2       354     32 80000024            0
 Sum-Net   10.1.10.0       10.1.254.1       677     28 80000024            1
 Sum-Net   10.1.10.0       10.1.254.2       880     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.1      1065     28 80000024            1
 Sum-Net   10.1.10.254     10.1.254.2       946     28 80000024            2
 Sum-Net   10.1.20.0       10.1.254.1       676     28 80000024            1
 Sum-Net   10.1.20.0       10.1.254.2      1125     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.1       925     28 80000024            1
 Sum-Net   10.1.20.254     10.1.254.2      1388     28 80000024            2
 Sum-Net   10.1.30.0       10.1.254.1       583     28 80000024            1
 Sum-Net   10.1.30.0       10.1.254.2       255     28 80000024            1
 Sum-Net   10.1.30.254     10.1.254.1       722     28 80000024            2
 Sum-Net   10.1.30.254     10.1.254.2       919     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.1      1169     28 80000024            1
 Sum-Net   10.1.40.0       10.1.254.2       846     28 80000024            1
 Sum-Net   10.1.40.254     10.1.254.1       440     28 80000024            2
 Sum-Net   10.1.40.254     10.1.254.2       846     28 80000024            1
 Sum-Net   10.1.50.0       10.1.254.1       727     28 80000025            3
 Sum-Net   10.1.50.0       10.1.254.2       437     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.1      1059     28 80000025            3
 Sum-Net   10.1.60.0       10.1.254.2      1002     28 80000025            3
 Sum-Net   10.1.200.0      10.1.254.1       861     28 80000024            1
 Sum-Net   10.1.200.0      10.1.254.2       745     28 80000028            2
 Sum-Net   10.1.200.4      10.1.254.1       796     28 80000024            1
 Sum-Net   10.1.200.4      10.1.254.2       636     28 80000028            3
 Sum-Net   10.1.200.8      10.1.254.1       385     28 80000028            2
 Sum-Net   10.1.200.8      10.1.254.2       994     28 80000024            1
 Sum-Net   10.1.200.12     10.1.254.1       403     28 80000028            3
 Sum-Net   10.1.200.12     10.1.254.2       542     28 80000024            1
 Sum-Net   10.1.200.16     10.1.254.1       855     28 80000026            2
 Sum-Net   10.1.200.16     10.1.254.2       565     28 80000026            2
 Sum-Net   10.1.200.20     10.1.254.1       441     28 80000026            3
 Sum-Net   10.1.200.20     10.1.254.2       232     28 80000026            3
 Sum-Net   10.1.200.24     10.1.254.1       428     28 80000028            2
 Sum-Net   10.1.200.24     10.1.254.2      1079     28 80000028            2
 Sum-Net   10.1.200.28     10.1.254.1       324     28 80000027            3
 Sum-Net   10.1.200.28     10.1.254.2       390     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.1      1169     28 80000025            3
 Sum-Net   10.1.254.6      10.1.254.2       599     28 80000025            3
 Sum-Asbr  10.1.254.6      10.1.254.1       302     28 80000025            2
 Sum-Asbr  10.1.254.6      10.1.254.2       800     28 80000025            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       177     36 80000020            1
 External  10.2.10.0       10.1.254.6       177     36 80000020            1
 External  10.2.20.0       10.1.254.6       177     36 80000020            1
 External  10.2.30.0       10.1.254.6       177     36 80000020            1
 External  10.3.10.0       10.1.254.6       177     36 80000020            1
 External  10.3.20.0       10.1.254.6       177     36 80000020            1
 External  10.3.30.0       10.1.254.6       177     36 80000020            1
