
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.200.28     10.1.254.3       139     28 80000029            2
 Sum-Net   10.1.200.28     10.1.254.4       140     28 80000029        65500

Area: 0.0.0.1
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1452     96 8000002d            1
 Router    10.1.254.2      10.1.254.2      1486     96 80000030            1
 Network   10.1.10.252     10.1.254.2      1670     32 80000027            0
 Network   10.1.20.252     10.1.254.2      1586     32 80000027            0
 Network   10.1.30.252     10.1.254.2      1478     32 80000027            0
 Network   10.1.40.252     10.1.254.2      1115     32 80000027            0
 Sum-Net   10.1.50.0       10.1.254.1      1383     28 80000028            3
 Sum-Net   10.1.50.0       10.1.254.2      1699     28 80000028            3
 Sum-Net   10.1.60.0       10.1.254.1      1632     28 80000028            3
 Sum-Net   10.1.60.0       10.1.254.2      1392     28 80000028            3
 Sum-Net   10.1.110.0      10.1.254.1      1696     28 80000027            1
 Sum-Net   10.1.110.0      10.1.254.2        92     28 80000028            1
 Sum-Net   10.1.110.254    10.1.254.1      1598     28 80000027            1
 Sum-Net   10.1.110.254    10.1.254.2      1489     28 80000027            2
 Sum-Net   10.1.120.0      10.1.254.1      1606     28 80000027            1
 Sum-Net   10.1.120.0      10.1.254.2      1418     28 80000027            1
 Sum-Net   10.1.120.254    10.1.254.1      1644     28 80000027            1
 Sum-Net   10.1.120.254    10.1.254.2       471     28 80000028            2
 Sum-Net   10.1.200.0      10.1.254.1        95     28 80000028            1
 Sum-Net   10.1.200.0      10.1.254.2      1635     28 8000002b            2
 Sum-Net   10.1.200.4      10.1.254.1        31     28 80000028            1
 Sum-Net   10.1.200.4      10.1.254.2      1451     28 8000002b            3
 Sum-Net   10.1.200.8      10.1.254.1       931     28 8000002b            2
 Sum-Net   10.1.200.8      10.1.254.2        11     28 80000028            1
 Sum-Net   10.1.200.12     10.1.254.1      1733     28 8000002b            3
 Sum-Net   10.1.200.12     10.1.254.2        86     28 80000028            1
 Sum-Net   10.1.200.16     10.1.254.1      1146     28 80000029            2
 Sum-Net   10.1.200.16     10.1.254.2      1545     28 80000029            2
 Sum-Net   10.1.200.20     10.1.254.1      1034     28 80000029            3
 Sum-Net   10.1.200.20     10.1.254.2      1259     28 80000029            3
 Sum-Net   10.1.200.24     10.1.254.1      1372     28 8000002b            2
 Sum-Net   10.1.200.24     10.1.254.2      1368     28 8000002b            2
 Sum-Net   10.1.200.28     10.1.254.1      1546     28 8000002a            3
 Sum-Net   10.1.200.28     10.1.254.2      1166     28 8000002a            3
 Sum-Net   10.1.254.6      10.1.254.1      1372     28 80000028            3
 Sum-Net   10.1.254.6      10.1.254.2      1387     28 80000028            3
 Sum-Asbr  10.1.254.6      10.1.254.1       336     28 80000029            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1443     28 80000028            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       331     72 8000002c            1
 Router    10.1.254.2      10.1.254.2      1639     48 8000002d            1
 Network   10.1.110.252    10.1.254.2        44     32 80000028            0
 Network   10.1.120.252    10.1.254.2      1115     32 80000027            0
 Sum-Net   10.1.10.0       10.1.254.1      1469     28 80000027            1
 Sum-Net   10.1.10.0       10.1.254.2      1688     28 80000027            1
 Sum-Net   10.1.10.254     10.1.254.1       211     28 80000028            1
 Sum-Net   10.1.10.254     10.1.254.2        93     28 80000028            2
 Sum-Net   10.1.20.0       10.1.254.1      1591     28 80000027            1
 Sum-Net   10.1.20.0       10.1.254.2       296     28 80000028            1
 Sum-Net   10.1.20.254     10.1.254.1        39     28 80000028            1
 Sum-Net   10.1.20.254     10.1.254.2       396     28 80000028            2
 Sum-Net   10.1.30.0       10.1.254.1      1402     28 80000027            1
 Sum-Net   10.1.30.0       10.1.254.2      1133     28 80000027            1
 Sum-Net   10.1.30.254     10.1.254.1      1656     28 80000027            2
 Sum-Net   10.1.30.254     10.1.254.2      1713     28 80000027            1
 Sum-Net   10.1.40.0       10.1.254.1       226     28 80000028            1
 Sum-Net   10.1.40.0       10.1.254.2      1558     28 80000027            1
 Sum-Net   10.1.40.254     10.1.254.1      1374     28 80000027            2
 Sum-Net   10.1.40.254     10.1.254.2      1783     28 80000027            1
 Sum-Net   10.1.50.0       10.1.254.1      1609     28 80000028            3
 Sum-Net   10.1.50.0       10.1.254.2      1205     28 80000028            3
 Sum-Net   10.1.60.0       10.1.254.1       156     28 80000029            3
 Sum-Net   10.1.60.0       10.1.254.2       109     28 80000029            3
 Sum-Net   10.1.200.0      10.1.254.1      1686     28 80000027            1
 Sum-Net   10.1.200.0      10.1.254.2      1597     28 8000002b            2
 Sum-Net   10.1.200.4      10.1.254.1      1665     28 80000027            1
 Sum-Net   10.1.200.4      10.1.254.2      1532     28 8000002b            3
 Sum-Net   10.1.200.8      10.1.254.1      1215     28 8000002b            2
 Sum-Net   10.1.200.8      10.1.254.2         9     28 80000028            1
 Sum-Net   10.1.200.12     10.1.254.1      1050     28 8000002b            3
 Sum-Net   10.1.200.12     10.1.254.2      1353     28 80000027            1
 Sum-Net   10.1.200.16     10.1.254.1      1650     28 80000029            2
 Sum-Net   10.1.200.16     10.1.254.2      1305     28 80000029            2
 Sum-Net   10.1.200.20     10.1.254.1      1365     28 80000029            3
 Sum-Net   10.1.200.20     10.1.254.2      1061     28 80000029            3
 Sum-Net   10.1.200.24     10.1.254.1      1352     28 8000002b            2
 Sum-Net   10.1.200.24     10.1.254.2       105     28 8000002c            2
 Sum-Net   10.1.200.28     10.1.254.1      1048     28 8000002a            3
 Sum-Net   10.1.200.28     10.1.254.2      1244     28 8000002a            3
 Sum-Net   10.1.254.6      10.1.254.1       211     28 80000029            3
 Sum-Net   10.1.254.6      10.1.254.2      1362     28 80000028            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1167     28 80000028            2
 Sum-Asbr  10.1.254.6      10.1.254.2      1682     28 80000028            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       308     36 80000023            1
 External  10.2.10.0       10.1.254.6       308     36 80000023            1
 External  10.2.20.0       10.1.254.6       308     36 80000023            1
 External  10.2.30.0       10.1.254.6       308     36 80000023            1
 External  10.3.10.0       10.1.254.6       308     36 80000023            1
 External  10.3.20.0       10.1.254.6       308     36 80000023            1
 External  10.3.30.0       10.1.254.6       308     36 80000023            1
