
CPU utilization for five seconds: 1%/0%; one minute: 1%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4001           50     24555      0   0.19%   0.19%  0.20%   -    sysinfo
 4002          270     12089      0   0.00%   0.00%  0.00%   -    sksd
 4004          200       292      0   0.00%   0.00%  0.00%   -    res_mgr
 4005          310     12219      0   0.00%   0.00%  0.00%   -    plugin
 4006          110       433      0   0.00%   0.00%  0.00%   -    patch-installer
 4007          190      1318      0   0.00%   0.00%  0.00%   -    mvsh
 4008           10         5      2   0.00%   0.00%  0.00%   -    mping_server
 4009          270      4006      0   0.00%   0.00%  0.00%   -    module
 4012          130      1328      0   0.00%   0.00%  0.00%   -    evms
 4015          200      1166      0   0.00%   0.00%  0.00%   -    evmc
 4016          220       624      0   0.00%   0.01%  0.00%   -    crdcfg_server
 4017          150        34      4   0.00%   0.00%  0.00%   -    core-dmon
 4018          240      3935      0   0.00%   0.00%  0.00%   -    cli_acl
 4020          370      1591      0   0.00%   0.00%  0.00%   -    ascii-cfg
 4021          370     12156      0   0.00%   0.00%  0.00%   -    securityd
 4022          260     12089      0   0.00%   0.00%  0.00%   -    cert_enroll
 4023          420     13507      0   0.00%   0.00%  0.00%   -    aaa
 4025            0         1      0   0.00%   0.00%  0.00%   -    dhcpd
 4026           80      2457      0   0.00%   0.00%  0.00%   -    l3vm
 4028           90     14318      0   0.00%   0.00%  0.00%   -    urib
 4033          380       387      0   0.00%   0.00%  0.00%   -    aclmgr
 4035        23540    639031      0   0.19%   0.21%  0.20%   -    ori_fwd
 4038        15600     13306      1   0.19%   0.13%  0.13%   -    port_client
 4041         1110      3707      0   0.00%   0.01%  0.00%   -    statsclient
 4044         1070    133897      0   0.00%   0.04%  0.03%   -    snmpd
 4048          170      3949      0   0.00%   0.00%  0.00%   -    eem_policy_dir
 4052          120       729      0   0.00%   0.00%  0.00%   -    npacl
 4060           80    962177      0   0.19%   0.07%  0.07%   -    adjmgr
 4062           80      3494      0   0.00%   0.00%  0.00%   -    u6rib
 4071          160        34      4   0.00%   0.00%  0.00%   -    ExceptionLog
 4075         1610      6404      0   0.00%   0.00%  0.00%   -    bootvar
 4080          400      2323      0   0.00%   0.00%  0.00%   -    ifmgr
 4082          210      2152      0   0.00%   0.00%  0.00%   -    tcap
 4086          350     13291      0   0.00%   0.00%  0.00%   -    callhome
 4104          160     14600      0   0.00%   0.00%  0.00%   -    arp
 4109           70      1500      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          130     76008      0   0.00%   0.03%  0.04%   -    l2fwd
 4132          100     66717      0   0.00%   0.02%  0.02%   -    pktmgr
 4162          160    178441      0   0.19%   0.05%  0.05%   -    netstack
 4200          400     12128      0   0.00%   0.00%  0.00%   -    radius
 4203          280      4846      0   0.00%   0.00%  0.00%   -    cdp
 4208          220      4373      0   0.00%   0.00%  0.00%   -    cfs
 4211           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4212           10         7      1   0.00%   0.00%  0.00%   -    ipv6_dummy
 4213          180       974      0   0.00%   0.00%  0.00%   -    ntp
 4214          200      4572      0   0.00%   0.00%  0.00%   -    otm
 4215           10         8      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4225           60        34      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4253          640     24082      0   0.00%   0.01%  0.00%   -    ntpd
 5008         9510      3642      2   0.00%   0.00%  0.00%   -    vlan_mgr
 5015          120      5576      0   0.00%   0.01%  0.00%   -    rpm
 5016          230      4305      0   0.00%   0.00%  0.00%   -    pltfm_config
 5017          200      3912      0   0.00%   0.00%  0.00%   -    plsm
 5018          190      3912      0   0.00%   0.00%  0.00%   -    plcmgr
 5023          210      3847      0   0.00%   0.00%  0.00%   -    pixmc
 5024          680      1737      0   0.00%   0.01%  0.00%   -    pfstat
 5031         1980     57625      0   0.00%   0.01%  0.01%   -    mtm
 5037          260      3851      0   0.00%   0.00%  0.00%   -    lim
 5038          270      4643      0   0.00%   0.00%  0.00%   -    l2sfe
 5041          580     13140      0   0.19%   0.02%  0.01%   -    l2rib
 5044          180      3832      0   0.00%   0.00%  0.00%   -    l2fm_ut
 5047          210      2578      0   0.00%   0.00%  0.00%   -    l2fm
 5050          120      3107      0   0.00%   0.00%  0.00%   -    igmp
 5053          240      2660      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5056          190      1857      0   0.00%   0.00%  0.00%   -    eltm
 5059          280      4107      0   0.00%   0.00%  0.00%   -    elo_io
 5064          100   1213817      0   0.00%   0.12%  0.11%   -    ecp
 5065          110        29      3   0.00%   0.00%  0.00%   -    dftm
 5071          490     11830      0   0.00%   0.00%  0.00%   -    bfdc
 5076          140       728      0   0.00%   0.00%  0.00%   -    adbm
 5144          790      7343      0   0.19%   0.01%  0.00%   -    ethpm
 5182         1910     65914      0   0.00%   0.01%  0.01%   -    stp
 5585          320       441      0   0.00%   0.00%  0.00%   -    copp
 5908          130      2120      0   0.00%   0.00%  0.00%   -    u2
 5909          130       342      0   0.00%   0.00%  0.00%   -    spm
 5910          180      3946      0   0.00%   0.00%  0.00%   -    sal
 5911          120     31716      0   0.00%   0.02%  0.01%   -    mrib
 5912          180      2068      0   0.00%   0.00%  0.00%   -    mfdm
 5913          190      3930      0   0.00%   0.00%  0.00%   -    mcm
 5914          110     42747      0   0.00%   0.01%  0.01%   -    m6rib
 5915         1960     14325      0   0.00%   0.01%  0.01%   -    l2pt
 5917          250      4246      0   0.00%   0.00%  0.00%   -    ufdm
 5919          120       941      0   0.00%   0.00%  0.00%   -    m2rib
 5934          110      1426      0   0.00%   0.00%  0.00%   -    mcastfwd
 6019           30        36      0   0.00%   0.00%  0.00%   S0    login
 6021          730     10881      0   0.00%   0.00%  0.00%   -    gettylogin1
 6025           10         4      2   0.00%   0.00%  0.00%   -    sh
 6033           10        46      0   0.00%   0.00%  0.00%   -    libvirtd
 9804          620     10479      0   0.00%   0.00%  0.00%   S0    vsh
 9862          160      1148      0   0.00%   0.00%  0.00%   -    interface-vlan
 9865          600      3850      0   0.00%   0.00%  0.00%   -    lldp
21450          140       719      0   0.00%   0.00%  0.00%   -    bfd
21453          120       597      0   0.00%   0.00%  0.00%   -    bfd_app
