
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.30.254     10.1.254.1       403     28 80000031            1
 Sum-Net   10.1.30.254     10.1.254.2       411     28 80000032            2
 Sum-Net   10.1.40.0       10.1.254.1      1119     28 80000030            1
 Sum-Net   10.1.40.0       10.1.254.2       372     28 80000030            1
 Sum-Net   10.1.40.254     10.1.254.1       447     28 80000031            1
 Sum-Net   10.1.40.254     10.1.254.2       406     28 80000032            2
 Sum-Net   10.1.50.0       10.1.254.1       985     28 80000031            3
 Sum-Net   10.1.50.0       10.1.254.2       223     28 80000031            3
 Sum-Net   10.1.60.0       10.1.254.1      1136     28 80000031            3
 Sum-Net   10.1.60.0       10.1.254.2       883     28 80000031            3
 Sum-Net   10.1.200.0      10.1.254.1       757     28 80000030            1
 Sum-Net   10.1.200.0      10.1.254.2       957     28 80000034            2
 Sum-Net   10.1.200.4      10.1.254.1       790     28 80000030            1
 Sum-Net   10.1.200.4      10.1.254.2       748     28 80000034            3
 Sum-Net   10.1.200.8      10.1.254.1       321     28 80000034            2
 Sum-Net   10.1.200.8      10.1.254.2       931     28 80000030            1
 Sum-Net   10.1.200.12     10.1.254.1       230     28 80000034            3
 Sum-Net   10.1.200.12     10.1.254.2       581     28 80000030            1
 Sum-Net   10.1.200.16     10.1.254.1       981     28 80000032            2
 Sum-Net   10.1.200.16     10.1.254.2       658     28 80000032            2
 Sum-Net   10.1.200.20     10.1.254.1       537     28 80000032            3
 Sum-Net   10.1.200.20     10.1.254.2       352     28 80000032            3
 Sum-Net   10.1.200.24     10.1.254.1       488     28 80000034            2
 Sum-Net   10.1.200.24     10.1.254.2       815     28 80000034            2
 Sum-Net   10.1.200.28     10.1.254.1      1766     28 80000032            3
 Sum-Net   10.1.200.28     10.1.254.2       418     28 80000033            3
 Sum-Net   10.1.254.6      10.1.254.1      1022     28 80000031            3
 Sum-Net   10.1.254.6      10.1.254.2       390     28 80000031            3
 Sum-Asbr  10.1.254.6      10.1.254.1        60     28 80000031            2
 Sum-Asbr  10.1.254.6      10.1.254.2       810     28 80000031            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1224     36 8000002a            1
 External  10.2.10.0       10.1.254.6      1224     36 8000002a            1
 External  10.2.20.0       10.1.254.6      1224     36 8000002a            1
 External  10.2.30.0       10.1.254.6      1224     36 8000002a            1
 External  10.3.10.0       10.1.254.6      1224     36 8000002a            1
 External  10.3.20.0       10.1.254.6      1224     36 8000002a            1
 External  10.3.30.0       10.1.254.6      1224     36 8000002a            1
