2026-06-16 03:06:20.620

	 OSPF Process 1 with Router ID 10.1.254.4
		 Link State Database

		         Area: 0.0.0.0
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 Sum-Net   10.1.20.254     10.1.254.3          18  28    80000078    65503
 Sum-Net   10.1.110.0      10.1.254.4          23  28    80000051       2
 Sum-Net   10.1.110.0      10.1.254.3          18  28    8000004F    65503
 Sum-Net   10.1.110.254    10.1.254.4          23  28    8000006C       2
 Sum-Net   10.1.110.254    10.1.254.3          18  28    80000067    65503
 Sum-Net   10.1.120.0      10.1.254.4          23  28    80000051       2
 Sum-Net   10.1.120.0      10.1.254.3          18  28    8000004F    65503
 Sum-Net   10.1.120.254    10.1.254.4          23  28    8000006C       2
 Sum-Net   10.1.120.254    10.1.254.3          18  28    80000067    65503
 Sum-Net   10.1.30.0       10.1.254.4          23  28    80000051       2
 Sum-Net   10.1.30.0       10.1.254.3          18  28    8000004F    65503
 Sum-Net   10.1.30.254     10.1.254.4          23  28    8000007C       2
 Sum-Net   10.1.30.254     10.1.254.3          18  28    80000081    65503
 Sum-Net   10.1.40.0       10.1.254.4          23  28    80000051       2
 Sum-Net   10.1.40.0       10.1.254.3          18  28    8000004F    65503
 Sum-Net   10.1.40.254     10.1.254.4          23  28    8000007F       2
 Sum-Net   10.1.40.254     10.1.254.3          18  28    80000074    65503
 Sum-Asbr  10.1.254.6      10.1.254.4          23  28    800004E2       1
 Sum-Asbr  10.1.254.6      10.1.254.3          24  28    800004E4    65500


		 AS External Database
 Type      LinkState ID    AdvRouter          Age  Len   Sequence   Metric
 External  0.0.0.0         10.1.254.6        1151  36    800000D2       1
 External  10.3.10.0       10.1.254.6        1151  36    800000D2       1
 External  10.3.20.0       10.1.254.6        1151  36    800000D2       1
 External  10.3.30.0       10.1.254.6        1151  36    800000D2       1
 External  10.2.10.0       10.1.254.6        1151  36    800000D2       1
 External  10.2.20.0       10.1.254.6        1151  36    800000D2       1
 External  10.2.30.0       10.1.254.6        1151  36    800000D2       1
