
PID    MemAlloc  MemLimit    MemUsed     StackBase/Ptr      Process
 4215    417792  103569382   23822336    fff13200/ffffffff  tcpudp_dummy
 4223   2056192  196164812   43098112    ff8099b0/ffffffff  dcos-xinetd
 4249   1519616  0           42655744    ff8fec30/ffffffff  ntpd
 4955  45924352  176498009   103755776   ffa4bf20/ffffffff  vlan_mgr
 4959   8593408  499215859   231473152   fffc9930/ffffffff  rpm
 4961   2863104  139198329   53444608    ffbb17d0/ffffffff  pltfm_config
 4963   4980736  199220736   53538816    ffbacd20/ffffffff  plsm
 4964   6184960  386180185   57331712    ffac6910/ffffffff  plcmgr
 4967  21864448  142504102   70811648    ffa73100/ffffffff  pixmc
 4968   4517888  387671539   54587392    ffa9ee40/ffffffff  pfstat
 4976   4771840  169681036   58208256    ffb02d00/ffffffff  mtm
 4980  73433088  350644236   124407808   ff9f8a80/ffffffff  lim
 4985   4210688  121779187   52752384    ff8438b0/ffffffff  l2sfe
 4988  11866112  422846054   87916544    ffaf45e0/ffffffff  l2rib
 4989   4812800  121783692   51277824    fffca740/ffffffff  l2fm_ut
 4994  21073920  734872409   261033984   ffac3030/ffffffff  igmp
 4997   5799936  128829113   57974784    ffba49f0/ffffffff  eth_port_channel
 5000  13139968  145799033   65302528    ffe32030/ffffffff  eltm
 5003   2334720  121062796   49795072    fffd81a0/ffffffff  elo_io
 5006   3178496  384179699   51810304    ffe62e60/ffffffff  ecp
 5011   7467008  0           57757696    ffb72b50/ffffffff  dftm
 5017  28839936  191482368   78422016    ffec32b0/ffffffff  bfdc
 5022   3198976  337312307   56311808    ff943730/ffffffff  adbm
 5030  11149312  395223558   80281600    ffce5e40/ffffffff  l2fm
 5082  12787712  255156800   230141952   fff3b990/ffffffff  ethpm
 5136   9113600  388333721   111640576   ffc3fe80/ffffffff  stp
 5527   5341184  339610163   59682816    ffe3eaf0/ffffffff  copp
 5907   2740224  122184691   50741248    ffa86030/ffffffff  u2
 5908   6340608  773496064   56164352    fff4ff30/ffffffff  spm
 5909   2867200  485113331   188772352   ffc2ace0/ffffffff  sal
 5910  18501632  610554022   256774144   ffb2cb50/ffffffff  mrib
 5911  10092544  499649497   64000000    ff828790/ffffffff  mfdm
 5912   3018752  122081062   55160832    ffda62c0/ffffffff  mcm
 5913   7073792  489208921   226971648   ffae4390/ffffffff  m6rib
 5914   3112960  384873561   53415936    fffa2ee0/ffffffff  l2pt
 5916  23916544  407225843   101900288   fffb3720/ffffffff  ufdm
 5918  10731520  525208921   61091840    ffea8ac0/ffffffff  m2rib
 5921   8728576  441899980   238886912   ff8bc300/ffffffff  mcastfwd
 6025    323584  0           3084288     ff986450/ffffffff  gettylogin1
 6029    196608  0           2957312     ff9ef160/ffffffff  sh
 6037  13033472  0           18337792    ffc38a80/ffffffff  libvirtd
 8208   4980736  167892313   56926208    ffb5df80/ffffffff  interface-vlan
 8210  19189760  180266521   73478144    ff9ce6a0/ffffffff  lldp
10941    176128  0           1810432     ffe0bab0/ffffffff  getty
18066   7827456  418483814   226746368   ffbfa6a0/ffffffff  bfd
18068   2756608  224785395   171098112   ffd2ec00/ffffffff  bfd_app
20602   2818048  419430400   101244928   ff9e4bf0/ffffffff  vsh
24398    806912  419430400   10797056    ff93c4e0/ffffffff  login

All processes: MemAlloc = 1030955008
