
CPU utilization for five seconds: 1%/0%; one minute: 1%; five minutes: 1%
PID    Runtime(ms)  Invoked   uSecs  5Sec    1Min    5Min    TTY  Process
 4043        30050     34426      0   0.00%   0.00%  0.00%   -    statsclient
 4046         5010   1128939      0   0.00%   0.01%  0.01%   -    snmpd
 4048          540     32613      0   0.00%   0.00%  0.00%   -    eem_policy_dir
 4051          110      5576      0   0.00%   0.00%  0.00%   -    npacl
 4060           80   8236921      0   0.19%   0.04%  0.03%   -    adjmgr
 4062           70     23292      0   0.00%   0.00%  0.00%   -    u6rib
 4075          160        34      4   0.00%   0.00%  0.00%   -    ExceptionLog
 4077         2100     52018      0   0.00%   0.00%  0.00%   -    bootvar
 4078          600     16932      0   0.00%   0.00%  0.00%   -    ifmgr
 4079          360     17457      0   0.00%   0.00%  0.00%   -    tcap
 4083         1670    110577      0   0.00%   0.00%  0.00%   -    callhome
 4102          160    111851      0   0.00%   0.00%  0.00%   -    arp
 4108           70      6382      0   0.00%   0.00%  0.00%   -    icmpv6
 4131          110    715983      0   0.00%   0.03%  0.04%   -    l2fwd
 4132          100    645999      0   0.19%   0.04%  0.02%   -    pktmgr
 4158          150   1488628      0   0.00%   0.03%  0.03%   -    netstack
 4198         2320    103377      0   0.00%   0.00%  0.00%   -    radius
 4202          950     29558      0   0.00%   0.00%  0.00%   -    cdp
 4204          810     34991      0   0.00%   0.00%  0.00%   -    cfs
 4208           10         7      1   0.00%   0.00%  0.00%   -    ip_dummy
 4210           10         6      1   0.00%   0.00%  0.00%   -    ipv6_dummy
 4211          460      6353      0   0.00%   0.00%  0.00%   -    ntp
 4214          580     33181      0   0.00%   0.00%  0.00%   -    otm
 4215           10         9      1   0.00%   0.00%  0.00%   -    tcpudp_dummy
 4223           50        30      1   0.00%   0.00%  0.00%   -    dcos-xinetd
 4249         3720    205656      0   0.00%   0.00%  0.00%   -    ntpd
 4955         9770     15141      0   0.00%   0.00%  0.00%   -    vlan_mgr
 4959          110     42264      0   0.00%   0.00%  0.00%   -    rpm
 4961          990     35628      0   0.00%   0.00%  0.00%   -    pltfm_config
 4963          570     32567      0   0.00%   0.00%  0.00%   -    plsm
 4964          620     31879      0   0.00%   0.01%  0.00%   -    plcmgr
 4967          580     32366      0   0.00%   0.00%  0.00%   -    pixmc
 4968         4760     14335      0   0.00%   0.00%  0.00%   -    pfstat
 4976        13220    490318      0   0.00%   0.01%  0.01%   -    mtm
 4980          670     32147      0   0.00%   0.00%  0.00%   -    lim
 4985         1240     38974      0   0.00%   0.00%  0.00%   -    l2sfe
 4988         3590    111244      0   0.19%   0.02%  0.02%   -    l2rib
 4989          560     32673      0   0.00%   0.00%  0.00%   -    l2fm_ut
 4994          110      6131      0   0.00%   0.00%  0.00%   -    igmp
 4997          590     15680      0   0.00%   0.00%  0.00%   -    eth_port_channel
 5000          340     11393      0   0.00%   0.00%  0.00%   -    eltm
 5003         1360     32799      0   0.00%   0.00%  0.00%   -    elo_io
 5006           90  10403636      0   0.00%   0.06%  0.05%   -    ecp
 5011          110        41      2   0.00%   0.00%  0.00%   -    dftm
 5017         2510     94938      0   0.00%   0.00%  0.00%   -    bfdc
 5022          190      5836      0   0.00%   0.00%  0.00%   -    adbm
 5030          500     16723      0   0.00%   0.00%  0.00%   -    l2fm
 5082         1520     37306      0   0.00%   0.00%  0.00%   -    ethpm
 5136        19610    568366      0   0.00%   0.18%  0.23%   -    stp
 5527         1500      3317      0   0.00%   0.00%  0.00%   -    copp
 5907          330     16906      0   0.00%   0.00%  0.00%   -    u2
 5908          170      2844      0   0.00%   0.00%  0.00%   -    spm
 5909          550     32608      0   0.00%   0.00%  0.00%   -    sal
 5910          110    269997      0   0.00%   0.00%  0.00%   -    mrib
 5911          660     17063      0   0.00%   0.00%  0.00%   -    mfdm
 5912          570     32110      0   0.00%   0.00%  0.00%   -    mcm
 5913          110    363158      0   0.00%   0.00%  0.00%   -    m6rib
 5914        15450    126701      0   0.00%   0.01%  0.01%   -    l2pt
 5916          890     32346      0   0.00%   0.00%  0.00%   -    ufdm
 5918          260      7788      0   0.00%   0.00%  0.00%   -    m2rib
 5921          110      4867      0   0.00%   0.00%  0.00%   -    mcastfwd
 6025         5760     93346      0   0.00%   0.00%  0.00%   -    gettylogin1
 6029           10         5      2   0.00%   0.00%  0.00%   -    sh
 6037           30        53      0   0.00%   0.00%  0.00%   -    libvirtd
 8208          280      8068      0   0.00%   0.00%  0.00%   -    interface-vlan
 8210         2850     24777      0   0.00%   0.00%  0.00%   -    lldp
18066          450     21832      0   0.00%   0.00%  0.00%   -    bfd
18068          540     20747      0   0.00%   0.00%  0.00%   -    bfd_app
20602         1210     18521      0   0.00%   0.00%  0.00%   S0    vsh
24398           30        35      0   0.00%   0.00%  0.00%   S0    login
