CPU utilization statistics at 2026-06-04 08:08:07 282 ms
System CPU Using Percentage :  15%
CPU utilization for five seconds: 15%, one minute: 15%, five minutes: 12%.
Max CPU Usage :                18%
Max CPU Usage Stat. Time : 2026-06-04 01:34:51 162 ms
State: Non-overload
Overload threshold:  90%, Overload clear threshold:  75%, Duration:  480s
---------------------------
ServiceName  UseRate
---------------------------
SYSTEM           15%
AAA               0%
ARP               0%
BGP               0%
CMF               0%
DEVICE            0%
EUM               0%
EVPN              0%
FEA               0%
FEC               0%
FIBRESM           0%
IFM               0%
IP STACK          0%
LLDP              0%
LOCAL PKT         0%
MSTP              0%
ND                0%
OAM               0%
OSPF              0%
PNP               0%
RGM               0%
RM                0%
SLA               0%
SMLK              0%
SVRO              0%
TNLM              0%
TUNNEL            0%
VLAN              0%
VXLAN             0%
---------------------------
CPU Usage Details
----------------------------------------------------------------
CPU     Current  FiveSec   OneMin  FiveMin  Max MaxTime         
cpu45        9%       9%      10%       7%  99% 2026-06-04 03:21:23
cpu46       10%      10%      10%       7%  99% 2026-06-04 02:29:13
cpu47        9%      10%      10%       7%  99% 2026-06-04 02:30:23
cpu48        9%       9%      10%       7%  28% 2026-06-04 01:36:52
cpu49       10%      10%      10%       7%  99% 2026-06-04 01:37:42
cpu50        9%       9%      10%       7%  99% 2026-06-04 02:01:02
cpu51        9%       9%      10%       7%  99% 2026-06-04 05:59:53
cpu52       12%      12%      11%       7%  99% 2026-06-04 02:48:43
cpu53        9%       9%      10%       7%  99% 2026-06-04 02:31:53
cpu54        9%       9%      10%       8%  93% 2026-06-04 06:04:33
cpu55        9%       9%       9%       7%  99% 2026-06-04 02:15:43
cpu56        9%       9%       9%       7%  16% 2026-06-04 05:42:43
cpu57        9%       9%      11%       8%  99% 2026-06-04 02:13:32
cpu58        8%       9%       9%       7%  99% 2026-06-04 02:14:33
cpu59       10%      10%       9%       7%  99% 2026-06-04 01:43:22
cpu60        9%       9%       9%       5%  99% 2026-06-04 02:06:22
cpu61        7%       7%       7%       4%  99% 2026-06-04 01:56:32
cpu62        6%       6%       6%      48%  99% 2026-06-04 01:37:12
cpu63        7%       7%      15%      37%  99% 2026-06-04 02:29:53
cpu64        6%       6%       7%       4%  57% 2026-06-04 04:19:44
cpu65       71%      80%      94%      27%  99% 2026-06-04 01:50:12
cpu66       34%      25%      10%       5%  99% 2026-06-04 04:23:14
cpu67        7%       7%       9%      39%  99% 2026-06-04 05:14:23
cpu68        7%       7%       7%       4%  99% 2026-06-04 01:47:42
cpu69        6%       6%       8%       5%  99% 2026-06-04 01:41:22
cpu70        6%       6%       7%       4%  99% 2026-06-04 02:23:33
cpu71        1%       1%       0%       1%  99% 2026-06-04 01:59:52
cpu72        9%      10%       7%       4%  99% 2026-06-04 03:14:13
cpu73        1%       1%       3%       3%  99% 2026-06-04 02:30:53
cpu74        6%       7%      18%       7%  99% 2026-06-04 02:11:52
cpu75        7%       7%       8%       4%  99% 2026-06-04 01:42:32
cpu76        6%       6%       6%       3%  99% 2026-06-04 03:06:43
cpu77       59%      68%      72%      18%  99% 2026-06-04 03:50:53
cpu78        6%       6%       5%       4%  99% 2026-06-04 01:48:02
cpu79       36%      36%      15%       6%  99% 2026-06-04 01:50:12
----------------------------------------------------------------
