
OSPF Process 1 with Router ID 10.1.254.1
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.50.0       10.1.254.2       964     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.1       885     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.2       758     28 80000027            3
 Sum-Net   10.1.110.0      10.1.254.1      1037     28 80000026            1
 Sum-Net   10.1.110.0      10.1.254.2       993     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.1       868     28 80000026            1
 Sum-Net   10.1.110.254    10.1.254.2       755     28 80000026            2
 Sum-Net   10.1.120.0      10.1.254.1       808     28 80000026            1
 Sum-Net   10.1.120.0      10.1.254.2       735     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.1       892     28 80000026            1
 Sum-Net   10.1.120.254    10.1.254.2      1592     28 80000026            2
 Sum-Net   10.1.200.0      10.1.254.1      1138     28 80000026            1
 Sum-Net   10.1.200.0      10.1.254.2       829     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.1      1027     28 80000026            1
 Sum-Net   10.1.200.4      10.1.254.2       782     28 8000002a            3
 Sum-Net   10.1.200.8      10.1.254.1       218     28 8000002a            2
 Sum-Net   10.1.200.8      10.1.254.2      1044     28 80000026            1
 Sum-Net   10.1.200.12     10.1.254.1      1010     28 8000002a            3
 Sum-Net   10.1.200.12     10.1.254.2      1084     28 80000026            1
 Sum-Net   10.1.200.16     10.1.254.1       515     28 80000028            2
 Sum-Net   10.1.200.16     10.1.254.2       829     28 80000028            2
 Sum-Net   10.1.200.20     10.1.254.1       244     28 80000028            3
 Sum-Net   10.1.200.20     10.1.254.2       518     28 80000028            3
 Sum-Net   10.1.200.24     10.1.254.1       603     28 8000002a            2
 Sum-Net   10.1.200.24     10.1.254.2       618     28 8000002a            2
 Sum-Net   10.1.200.28     10.1.254.1       810     28 80000029            3
 Sum-Net   10.1.200.28     10.1.254.2       478     28 80000029            3
 Sum-Net   10.1.254.6      10.1.254.1       594     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.2       677     28 80000027            3
 Sum-Asbr  10.1.254.6      10.1.254.1      1248     28 80000027            2
 Sum-Asbr  10.1.254.6      10.1.254.2       645     28 80000027            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1      1270     72 8000002a            1
 Router    10.1.254.2      10.1.254.2       873     48 8000002c            1
 Network   10.1.110.252    10.1.254.2      1055     32 80000026            0
 Network   10.1.120.252    10.1.254.2       388     32 80000026            0
 Sum-Net   10.1.10.0       10.1.254.1       691     28 80000026            1
 Sum-Net   10.1.10.0       10.1.254.2      1001     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.1      1161     28 80000026            1
 Sum-Net   10.1.10.254     10.1.254.2      1143     28 80000026            2
 Sum-Net   10.1.20.0       10.1.254.1       869     28 80000026            1
 Sum-Net   10.1.20.0       10.1.254.2      1274     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.1      1030     28 80000026            1
 Sum-Net   10.1.20.254     10.1.254.2      1390     28 80000026            2
 Sum-Net   10.1.30.0       10.1.254.1       604     28 80000026            1
 Sum-Net   10.1.30.0       10.1.254.2       349     28 80000026            1
 Sum-Net   10.1.30.254     10.1.254.1       876     28 80000026            2
 Sum-Net   10.1.30.254     10.1.254.2       976     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.1      1201     28 80000026            1
 Sum-Net   10.1.40.0       10.1.254.2       862     28 80000026            1
 Sum-Net   10.1.40.254     10.1.254.1       647     28 80000026            2
 Sum-Net   10.1.40.254     10.1.254.2      1006     28 80000026            1
 Sum-Net   10.1.50.0       10.1.254.1       872     28 80000027            3
 Sum-Net   10.1.50.0       10.1.254.2       493     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.1      1169     28 80000027            3
 Sum-Net   10.1.60.0       10.1.254.2      1163     28 80000027            3
 Sum-Net   10.1.200.0      10.1.254.1       923     28 80000026            1
 Sum-Net   10.1.200.0      10.1.254.2       800     28 8000002a            2
 Sum-Net   10.1.200.4      10.1.254.1       929     28 80000026            1
 Sum-Net   10.1.200.4      10.1.254.2       762     28 8000002a            3
 Sum-Net   10.1.200.8      10.1.254.1       534     28 8000002a            2
 Sum-Net   10.1.200.8      10.1.254.2       973     28 80000026            1
 Sum-Net   10.1.200.12     10.1.254.1       394     28 8000002a            3
 Sum-Net   10.1.200.12     10.1.254.2       648     28 80000026            1
 Sum-Net   10.1.200.16     10.1.254.1       990     28 80000028            2
 Sum-Net   10.1.200.16     10.1.254.2       597     28 80000028            2
 Sum-Net   10.1.200.20     10.1.254.1       565     28 80000028            3
 Sum-Net   10.1.200.20     10.1.254.2       361     28 80000028            3
 Sum-Net   10.1.200.24     10.1.254.1       574     28 8000002a            2
 Sum-Net   10.1.200.24     10.1.254.2      1092     28 8000002a            2
 Sum-Net   10.1.200.28     10.1.254.1       374     28 80000029            3
 Sum-Net   10.1.200.28     10.1.254.2       526     28 80000029            3
 Sum-Net   10.1.254.6      10.1.254.1      1261     28 80000027            3
 Sum-Net   10.1.254.6      10.1.254.2       661     28 80000027            3
 Sum-Asbr  10.1.254.6      10.1.254.1       409     28 80000027            2
 Sum-Asbr  10.1.254.6      10.1.254.2       901     28 80000027            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1784     36 80000021            1
 External  10.2.10.0       10.1.254.6      1784     36 80000021            1
 External  10.2.20.0       10.1.254.6      1784     36 80000021            1
 External  10.2.30.0       10.1.254.6      1784     36 80000021            1
 External  10.3.10.0       10.1.254.6      1784     36 80000021            1
 External  10.3.20.0       10.1.254.6      1784     36 80000021            1
 External  10.3.30.0       10.1.254.6      1784     36 80000021            1
