
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Net   10.1.10.254     10.1.254.2         1     28 80001f3f            2
 Sum-Net   10.1.20.0       10.1.254.1      1009     28 800000ed            1
 Sum-Net   10.1.20.0       10.1.254.2       492     28 800000ee            1
 Sum-Net   10.1.20.254     10.1.254.1       682     28 800000ef            1
 Sum-Net   10.1.20.254     10.1.254.2        26     28 80000f6d            2
 Sum-Net   10.1.30.0       10.1.254.1      1832     28 800000ed            1
 Sum-Net   10.1.30.0       10.1.254.2      1742     28 800000ed            1
 Sum-Net   10.1.30.254     10.1.254.1         5     28 800016fd            2
 Sum-Net   10.1.30.254     10.1.254.2       801     28 800000ee            1
 Sum-Net   10.1.40.0       10.1.254.1      1693     28 800000ed            1
 Sum-Net   10.1.40.0       10.1.254.2       603     28 800000ee            1
 Sum-Net   10.1.40.254     10.1.254.1         1     28 8000171c            2
 Sum-Net   10.1.40.254     10.1.254.2       775     28 800000ed            1
 Sum-Net   10.1.50.0       10.1.254.1         1     28 8000000d            3
 Sum-Net   10.1.50.0       10.1.254.2        10     28 80000040            3
 Sum-Net   10.1.60.0       10.1.254.1         1     28 8000000d            3
 Sum-Net   10.1.60.0       10.1.254.2        10     28 80000042            3
 Sum-Net   10.1.200.0      10.1.254.1      1431     28 800000ef          100
 Sum-Net   10.1.200.0      10.1.254.2        36     28 80000048        65503
 Sum-Net   10.1.200.4      10.1.254.1       340     28 800000f3            1
 Sum-Net   10.1.200.4      10.1.254.2        15     28 80000014            2
 Sum-Net   10.1.200.8      10.1.254.1         1     28 8000000b            3
 Sum-Net   10.1.200.8      10.1.254.2       524     28 800000f2            1
 Sum-Net   10.1.200.12     10.1.254.1         1     28 8000000e            2
 Sum-Net   10.1.200.12     10.1.254.2      1111     28 800000f2            1
 Sum-Net   10.1.200.16     10.1.254.1         1     28 8000000b            3
 Sum-Net   10.1.200.16     10.1.254.2        15     28 80000038            3
 Sum-Net   10.1.200.20     10.1.254.1         1     28 8000000b            2
 Sum-Net   10.1.200.20     10.1.254.2        15     28 80000010            2
 Sum-Net   10.1.200.24     10.1.254.1         1     28 80000010            3
 Sum-Net   10.1.200.24     10.1.254.2        10     28 80000051            3
 Sum-Net   10.1.200.28     10.1.254.1         1     28 8000000e            2
 Sum-Net   10.1.200.28     10.1.254.2        10     28 80000015            2
 Sum-Net   10.1.254.6      10.1.254.1         1     28 8000000b            3
 Sum-Net   10.1.254.6      10.1.254.2        15     28 80000009            3
 Sum-Asbr  10.1.254.6      10.1.254.1         1     28 8000000b            2
 Sum-Asbr  10.1.254.6      10.1.254.2        15     28 80000009            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6      1398     36 800000d3            1
 External  10.2.10.0       10.1.254.6      1398     36 800000d3            1
 External  10.2.20.0       10.1.254.6      1398     36 800000d3            1
 External  10.2.30.0       10.1.254.6      1398     36 800000d3            1
 External  10.3.10.0       10.1.254.6      1398     36 800000d3            1
 External  10.3.20.0       10.1.254.6      1398     36 800000d3            1
 External  10.3.30.0       10.1.254.6      1398     36 800000d3            1
