
OSPF Process 1 with Router ID 10.1.254.2
Link State Database

Area: 0.0.0.0
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Sum-Asbr  10.1.254.6      10.1.254.1       427     28 80000003            2
 Sum-Asbr  10.1.254.6      10.1.254.2       518     28 80000003            2

Area: 0.0.0.2
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 Router    10.1.254.1      10.1.254.1       731     72 80000006            1
 Router    10.1.254.2      10.1.254.2      1148     48 8000000f            1
 Network   10.1.110.252    10.1.254.2       679     32 80000002            0
 Network   10.1.120.252    10.1.254.2       718     32 80000002            0
 Sum-Net   10.1.10.0       10.1.254.1       810     28 80000002            1
 Sum-Net   10.1.10.0       10.1.254.2       784     28 80000002            1
 Sum-Net   10.1.10.254     10.1.254.1       793     28 80000002            1
 Sum-Net   10.1.10.254     10.1.254.2         9     28 800000e3            2
 Sum-Net   10.1.20.0       10.1.254.1       797     28 80000002            1
 Sum-Net   10.1.20.0       10.1.254.2       746     28 80000002            1
 Sum-Net   10.1.20.254     10.1.254.1       766     28 80000002            1
 Sum-Net   10.1.20.254     10.1.254.2         1     28 8000010a            2
 Sum-Net   10.1.30.0       10.1.254.1       730     28 80000002            1
 Sum-Net   10.1.30.0       10.1.254.2       717     28 80000002            1
 Sum-Net   10.1.30.254     10.1.254.1         2     28 80000106            2
 Sum-Net   10.1.30.254     10.1.254.2       744     28 80000002            1
 Sum-Net   10.1.40.0       10.1.254.1       819     28 80000002            1
 Sum-Net   10.1.40.0       10.1.254.2       732     28 80000002            1
 Sum-Net   10.1.40.254     10.1.254.1        19     28 800000e7            2
 Sum-Net   10.1.40.254     10.1.254.2       664     28 80000002            1
 Sum-Net   10.1.50.0       10.1.254.1       544     28 80000003            3
 Sum-Net   10.1.50.0       10.1.254.2       491     28 80000003            3
 Sum-Net   10.1.60.0       10.1.254.1       374     28 80000003            3
 Sum-Net   10.1.60.0       10.1.254.2       470     28 80000003            3
 Sum-Net   10.1.200.0      10.1.254.1       799     28 80000002            1
 Sum-Net   10.1.200.0      10.1.254.2       528     28 80000003            2
 Sum-Net   10.1.200.4      10.1.254.1        44     28 80000008            1
 Sum-Net   10.1.200.4      10.1.254.2       136     28 80000003            3
 Sum-Net   10.1.200.8      10.1.254.1       474     28 80000003            2
 Sum-Net   10.1.200.8      10.1.254.2       802     28 80000002            1
 Sum-Net   10.1.200.12     10.1.254.1       258     28 80000001            3
 Sum-Net   10.1.200.12     10.1.254.2       136     28 80000005            1
 Sum-Net   10.1.200.16     10.1.254.1       471     28 80000003            2
 Sum-Net   10.1.200.16     10.1.254.2       535     28 80000003            2
 Sum-Net   10.1.200.24     10.1.254.1       459     28 80000003            2
 Sum-Net   10.1.200.24     10.1.254.2       440     28 80000003            2
 Sum-Net   10.1.254.6      10.1.254.1       531     28 80000003            3
 Sum-Net   10.1.254.6      10.1.254.2       542     28 80000003            3
 Sum-Asbr  10.1.254.6      10.1.254.1       527     28 80000003            2
 Sum-Asbr  10.1.254.6      10.1.254.2       520     28 80000003            2

AS External Database
----------------------------------------------------------------------------
 Type      LinkState ID    AdvRouter        Age    Len Sequence       Metric
 External  0.0.0.0         10.1.254.6       383     36 80000002            1
 External  10.2.10.0       10.1.254.6       383     36 80000002            1
 External  10.2.20.0       10.1.254.6       383     36 80000002            1
 External  10.2.30.0       10.1.254.6       381     36 80000002            1
 External  10.3.10.0       10.1.254.6       383     36 80000002            1
 External  10.3.20.0       10.1.254.6       383     36 80000002            1
 External  10.3.30.0       10.1.254.6       383     36 80000002            1
